"Protein","Label","log2FC","SE","DF","pvalue","adj.pvalue","issue"
"sp|A2A3L6|TTC24_HUMAN","MBC vs TNBC",0.63572087823881,0.772583442496858,29.2386107184622,0.417253649243863,0.928948799607164,NA
"sp|A2RRP1|NBAS_HUMAN","MBC vs TNBC",0.189769581566231,0.227426180133109,21.6639057554366,0.413149852993304,0.928948799607164,NA
"sp|A4D1P6|WDR91_HUMAN","MBC vs TNBC",0.0522456082117234,0.705705288347354,11.2388703943345,0.942285255668369,0.994928886263583,NA
"sp|A4D263|SPT48_HUMAN","MBC vs TNBC",0.575055863481185,0.296596830291133,20.238610718565,0.0665915421142375,0.718738035375849,NA
"sp|A4QPH2|PI4P2_HUMAN","MBC vs TNBC",0.526262535892918,0.413881356665272,19.2386107185691,0.218697890769622,0.889882918645334,NA
"sp|A5YKK6|CNOT1_HUMAN","MBC vs TNBC",-0.487697315563668,0.309456622102962,30.4181451114969,0.125375230113018,0.808342907310872,NA
"sp|A6NDX5|ZN840_HUMAN","MBC vs TNBC",0.52884433900877,0.340728682526497,11.2386107187576,0.148328443859471,0.808342907310872,NA
"sp|A6NE52|WDR97_HUMAN","MBC vs TNBC",0.884089654748781,0.599113391961758,27.2386107479222,0.151501498058329,0.808342907310872,NA
"sp|A6NFI3|ZN316_HUMAN","MBC vs TNBC",0.151564306683285,0.431630675637923,11.2386107187576,0.731975066116231,0.972738966236919,NA
"sp|A6NHL2|TBAL3_HUMAN","MBC vs TNBC",-0.211437322171045,0.237454489751304,27.1363883799711,0.381060238558445,0.928948799607164,NA
"sp|A6NHR9|SMHD1_HUMAN","MBC vs TNBC",0.113120114586805,0.259367061585576,19.2386107400621,0.667590696626378,0.961615856700707,NA
"sp|A6NM36|LRC30_HUMAN","MBC vs TNBC",0.398306811316386,0.498660758805026,11.2386107187576,0.44098713310443,0.928948799607164,NA
"sp|A6NMY6|AXA2L_HUMAN","MBC vs TNBC",0.372617635993387,0.380140763107723,29.2382323432714,0.33502429685376,0.928948799607164,NA
"sp|A6NMZ7|CO6A6_HUMAN","MBC vs TNBC",1.00293169335365,0.818676426959289,20.0462889231169,0.234751127491681,0.901823325232427,NA
"sp|A6NNT2|CP096_HUMAN","MBC vs TNBC",-0.0694590966344649,0.158444537941124,43.2386108129141,0.663292563704732,0.959835156449741,NA
"sp|A6PVL3|KNCN_HUMAN","MBC vs TNBC",0.234929352439772,0.377574652088571,11.2386107187576,0.546222369247504,0.945435586981253,NA
"sp|A7E2V4|ZSWM8_HUMAN","MBC vs TNBC",0.349930925913832,0.252644253580242,25.238610718467,0.178151575151504,0.84123877016442,NA
"sp|A7MD48|SRRM4_HUMAN","MBC vs TNBC",-0.604444583823292,0.343154674456273,29.2386107184886,0.0886202396407603,0.753320679146937,NA
"sp|A8K0Z3|WASH1_HUMAN","MBC vs TNBC",-0.158536826528165,0.312311913306586,16.238610718604,0.618542429806393,0.958006774836275,NA
"sp|A8K2U0|A2ML1_HUMAN","MBC vs TNBC",-0.180222092489639,0.403893637924567,35.2386106971846,0.658174236194812,0.95804285926704,NA
"sp|A8MUU1|FB5L3_HUMAN","MBC vs TNBC",1.10127338512269,0.429791133851562,20.2386107185474,0.0184705295352811,0.469282215007008,NA
"sp|A8MWD9|RUXGL_HUMAN","MBC vs TNBC",-0.291059469836104,0.361158348129498,19.2386107185456,0.430146788754144,0.928948799607164,NA
"sp|A8MWY0|ELAP2_HUMAN","MBC vs TNBC",0.498143399382725,1.06688264111883,11.2386107187576,0.649482170490823,0.95804285926704,NA
"sp|A8MX76|CAN14_HUMAN","MBC vs TNBC",0.499489477512358,0.599367339541377,11.2386107187576,0.42199917145719,0.928948799607164,NA
"sp|A8MY62|BLML_HUMAN","MBC vs TNBC",-3.11685789553907,0.762319375182991,24.5187609751241,0.000406838019480451,0.0779146506824883,NA
"sp|B0I1T2|MYO1G_HUMAN","MBC vs TNBC",-0.249550069659856,0.533120936423366,11.2386107187576,0.648665187276864,0.95804285926704,NA
"sp|B2RPK0|HGB1A_HUMAN","MBC vs TNBC",-0.11722138906241,0.251108945956701,51.2386106646906,0.642611258794957,0.95804285926704,NA
"sp|B5ME19|EIFCL_HUMAN","MBC vs TNBC",0.0631086102311356,0.211773290229061,27.0646937810439,0.767978289294733,0.972738966236919,NA
"sp|C9JRZ8|AK1BF_HUMAN","MBC vs TNBC",-0.577098908204018,0.232344978487869,53.4325071173532,0.0161682359707541,0.461699402841365,NA
"sp|O00115|DNS2A_HUMAN","MBC vs TNBC",0.334749919678837,0.425350671535781,11.2386107187576,0.447562000619698,0.928948799607164,NA
"sp|O00148|DX39A_HUMAN","MBC vs TNBC",-0.860044658157735,0.270443669469475,55.2386107182007,0.00241437519556298,0.223602296337462,NA
"sp|O00151|PDLI1_HUMAN","MBC vs TNBC",-0.478373382703372,0.260836465609352,23.5421808577077,0.0793266546545544,0.740174968487865,NA
"sp|O00154|BACH_HUMAN","MBC vs TNBC",0.225051951585821,0.443542288848278,11.2386107187576,0.621685281792234,0.958006774836275,NA
"sp|O00159|MYO1C_HUMAN","MBC vs TNBC",-0.0247186770009875,0.32802065952921,27.9617053443047,0.940467183594627,0.994928886263583,NA
"sp|O00182|LEG9_HUMAN","MBC vs TNBC",-0.222175999745685,0.735760570582193,11.2386028166872,0.768191346425983,0.972738966236919,NA
"sp|O00186|STXB3_HUMAN","MBC vs TNBC",0.143593639713039,0.429660863257852,11.2386088384797,0.744380407031751,0.972738966236919,NA
"sp|O00203|AP3B1_HUMAN","MBC vs TNBC",-0.221951752033394,0.29037545944809,20.238610718559,0.453472388101841,0.928948799607164,NA
"sp|O00204|ST2B1_HUMAN","MBC vs TNBC",-1.82166488682322,0.465891689270044,11.2386107187576,0.00233864851720735,0.223602296337462,NA
"sp|O00231|PSD11_HUMAN","MBC vs TNBC",-0.145456642213336,0.176153667778451,83.2386103185247,0.411313589658441,0.928948799607164,NA
"sp|O00232|PSD12_HUMAN","MBC vs TNBC",-0.0531001482630062,0.177833122193495,24.196330854618,0.767798133226631,0.972738966236919,NA
"sp|O00267|SPT5H_HUMAN","MBC vs TNBC",-0.557603219207423,0.36973138685118,27.2386107184563,0.143033430528772,0.808342907310872,NA
"sp|O00273|DFFA_HUMAN","MBC vs TNBC",0.0168807269688658,0.400677988814464,11.2386115044787,0.967133935788807,0.994928886263583,NA
"sp|O00291|HIP1_HUMAN","MBC vs TNBC",0.354913228906295,0.199923948229364,35.2386107287328,0.0844964081200661,0.753320679146937,NA
"sp|O00303|EIF3F_HUMAN","MBC vs TNBC",-0.0828310456041981,0.223549410342398,29.2386107184459,0.713660889102786,0.972046681851995,NA
"sp|O00339|MATN2_HUMAN","MBC vs TNBC",0.438158381633459,0.39095938062408,55.2386107181752,0.267253350395997,0.908391743088156,NA
"sp|O00370|LORF2_HUMAN","MBC vs TNBC",-0.299976194169948,0.314987467924299,38.2386107182849,0.346904314564598,0.928948799607164,NA
"sp|O00410|IPO5_HUMAN","MBC vs TNBC",-0.222268289896346,0.216160526329981,23.0087620936463,0.314518517347781,0.928948799607164,NA
"sp|O00418|EF2K_HUMAN","MBC vs TNBC",-0.657160017349083,0.437828915054624,11.2386107187576,0.160929776319297,0.81775112887204,NA
"sp|O00422|SAP18_HUMAN","MBC vs TNBC",-0.366561774192199,0.348240444143461,29.4007102164942,0.301093905870864,0.928948799607164,NA
"sp|O00425|IF2B3_HUMAN","MBC vs TNBC",-0.430820832162595,0.54849809823613,27.2386107250894,0.438965763215329,0.928948799607164,NA
"sp|O00429|DNM1L_HUMAN","MBC vs TNBC",0.0825930882209071,0.154925655952035,83.2386107899582,0.59537498209798,0.950150958089661,NA
"sp|O00468|AGRIN_HUMAN","MBC vs TNBC",-0.190476279613933,0.289330171446823,27.8322389125634,0.515731936584084,0.939689897940566,NA
"sp|O00483|NDUA4_HUMAN","MBC vs TNBC",-0.526750842315774,1.1810447096301,11.2386054476281,0.664064837117712,0.959984968461707,NA
"sp|O00487|PSDE_HUMAN","MBC vs TNBC",-0.240683756881359,0.374961056600813,18.2565040098475,0.528922663699495,0.942605193967256,NA
"sp|O00499|BIN1_HUMAN","MBC vs TNBC",0.265418457670016,0.536703613720089,11.2386107187576,0.630453599233181,0.95804285926704,NA
"sp|O00560|SDCB1_HUMAN","MBC vs TNBC",0.221284335859147,0.225848998419156,43.2386106624776,0.332640912893622,0.928948799607164,NA
"sp|O00567|NOP56_HUMAN","MBC vs TNBC",-0.220276547737664,0.25080181088553,28.7866808340579,0.387058929966951,0.928948799607164,NA
"sp|O00584|RNT2_HUMAN","MBC vs TNBC",-1.16563738321056,0.927839318472452,11.2386107187576,0.234496637036004,0.901823325232427,NA
"sp|O00754|MA2B1_HUMAN","MBC vs TNBC",0.422543344482185,0.366828064832345,11.2386107187576,0.273283638322063,0.908391743088156,NA
"sp|O00763|ACACB_HUMAN","MBC vs TNBC",-0.260883130348063,0.454430163897504,11.2386107187576,0.577217137309591,0.946180103066883,NA
"sp|O14497|ARI1A_HUMAN","MBC vs TNBC",0.443430979380175,0.325405170029139,36.6857291575998,0.181282895122521,0.843263905498368,NA
"sp|O14498|ISLR_HUMAN","MBC vs TNBC",-0.260287380014172,0.643665239357075,14.2461300432409,0.691936850406797,0.965412222818889,NA
"sp|O14548|COX7R_HUMAN","MBC vs TNBC",0.127048417201818,0.298885601964377,19.2386107357705,0.675499467853151,0.963372981713626,NA
"sp|O14558|HSPB6_HUMAN","MBC vs TNBC",0.306695989495287,0.506020674985693,31.1780024565856,0.548840151360928,0.945450837895408,NA
"sp|O14561|ACPM_HUMAN","MBC vs TNBC",-0.321774509626197,0.205801691959828,43.2386107206958,0.125221229654968,0.808342907310872,NA
"sp|O14562|UBFD1_HUMAN","MBC vs TNBC",-0.495040507367115,0.342089367841824,27.2385514018059,0.159278112328601,0.814161261888473,NA
"sp|O14594|NCAN_HUMAN","MBC vs TNBC",0.797175117722289,0.455521982280228,35.2386107183403,0.0888181145609081,0.753320679146937,NA
"sp|O14602|IF1AY_HUMAN","MBC vs TNBC",-0.174700228822249,0.447425609890398,10.2386107187576,0.704199744831547,0.969134118907566,NA
"sp|O14604|TYB4Y_HUMAN","MBC vs TNBC",-0.227323247377154,0.206321240397665,41.3061252389549,0.276930559703108,0.909938725985201,NA
"sp|O14617|AP3D1_HUMAN","MBC vs TNBC",-0.184037870933874,0.41014245008037,19.0536334739749,0.658697351057067,0.95804285926704,NA
"sp|O14737|PDCD5_HUMAN","MBC vs TNBC",-0.0101916616375203,0.143455217232269,30.1554544251143,0.943831657678446,0.994928886263583,NA
"sp|O14744|ANM5_HUMAN","MBC vs TNBC",0.0127592790423541,0.378322177519483,19.2386107326074,0.973443135323722,0.994928886263583,NA
"sp|O14745|NHRF1_HUMAN","MBC vs TNBC",-0.292797564137816,0.321580364070155,31.7123644335643,0.369430123413623,0.928948799607164,NA
"sp|O14773|TPP1_HUMAN","MBC vs TNBC",0.027070309543344,0.19256169740198,59.2386108375659,0.888678738736289,0.982348911367451,NA
"sp|O14786|NRP1_HUMAN","MBC vs TNBC",0.536544373315576,0.62821987273055,11.2386107187576,0.410901008918423,0.928948799607164,NA
"sp|O14787|TNPO2_HUMAN","MBC vs TNBC",-0.106037056953352,0.283977319613989,29.2386107184536,0.711544687592809,0.972046681851995,NA
"sp|O14791|APOL1_HUMAN","MBC vs TNBC",0.388687106472347,0.265602442419704,27.2386122627465,0.154798512573705,0.808342907310872,NA
"sp|O14828|SCAM3_HUMAN","MBC vs TNBC",0.300599329775997,0.262784464962428,51.2386107215085,0.257980865353219,0.908088981100405,NA
"sp|O14841|OPLA_HUMAN","MBC vs TNBC",0.138108276136164,0.252154356266722,22.0873772034155,0.589381543956021,0.950150958089661,NA
"sp|O14879|IFIT3_HUMAN","MBC vs TNBC",0.840161813559279,0.350102437047481,24.1068355667071,0.0244846253233471,0.517181227681064,NA
"sp|O14880|MGST3_HUMAN","MBC vs TNBC",-0.0887400519709213,0.215837182708103,59.2386106465919,0.682450934748521,0.963372981713626,NA
"sp|O14896|IRF6_HUMAN","MBC vs TNBC",0.00201692838184761,0.469184440017959,11.2386107187576,0.996645426267137,0.998732641819529,NA
"sp|O14907|TX1B3_HUMAN","MBC vs TNBC",0.17981879163831,0.230596823448124,20.2386107185627,0.444534462914576,0.928948799607164,NA
"sp|O14925|TIM23_HUMAN","MBC vs TNBC",0.368137298423273,0.495905466913447,11.2386107187576,0.473103602945443,0.928948799607164,NA
"sp|O14974|MYPT1_HUMAN","MBC vs TNBC",0.0348030079786317,0.131732798733074,112.027601780588,0.792115883774116,0.976126564798978,NA
"sp|O14976|GAK_HUMAN","MBC vs TNBC",0.000784491739634069,0.171756158113258,47.2386107182138,0.996374930473007,0.998732641819529,NA
"sp|O15021|MAST4_HUMAN","MBC vs TNBC",0.261767747992891,0.389662976702779,31.3203256112119,0.506649170782109,0.939689897940566,NA
"sp|O15031|PLXB2_HUMAN","MBC vs TNBC",-0.150207281102412,0.175975053578686,27.2386107218282,0.400786814683644,0.928948799607164,NA
"sp|O15061|SYNEM_HUMAN","MBC vs TNBC",0.631279139952017,0.405210111917766,18.7164073624389,0.136004110029549,0.808342907310872,NA
"sp|O15067|PUR4_HUMAN","MBC vs TNBC",0.147202138119318,0.47683139913958,9.23861071875764,0.764391076640241,0.972738966236919,NA
"sp|O15075|DCLK1_HUMAN","MBC vs TNBC",0.038566739762498,0.337429941177222,24.5673058553821,0.909932491573725,0.99067735430723,NA
"sp|O15083|ERC2_HUMAN","MBC vs TNBC",-0.950049816673985,1.10355724689804,11.2386107187576,0.407286254359508,0.928948799607164,NA
"sp|O15091|MRPP3_HUMAN","MBC vs TNBC",0.795537217818442,0.755231900531739,19.2386107185719,0.305223042069654,0.928948799607164,NA
"sp|O15116|LSM1_HUMAN","MBC vs TNBC",-0.722587832739752,0.489587414274022,11.2386107187576,0.167427694965302,0.825570289940148,NA
"sp|O15127|SCAM2_HUMAN","MBC vs TNBC",-0.682999905282305,0.285874960715341,36.2386107183697,0.0222128554869087,0.503857292104421,NA
"sp|O15143|ARC1B_HUMAN","MBC vs TNBC",-0.0890915828220273,0.241971740884707,28.8792013157484,0.715416685929104,0.972211679363347,NA
"sp|O15144|ARPC2_HUMAN","MBC vs TNBC",0.146471889513381,0.156165372340778,29.6912039688535,0.355848875649782,0.928948799607164,NA
"sp|O15145|ARPC3_HUMAN","MBC vs TNBC",-0.159902640534564,0.248712859989891,27.2386366998432,0.525651184318326,0.942037796615428,NA
"sp|O15198|SMAD9_HUMAN","MBC vs TNBC",-0.245333835738232,0.676268636623215,9.23861071875764,0.724933678841657,0.972738966236919,NA
"sp|O15213|WDR46_HUMAN","MBC vs TNBC",-0.015788414577122,0.401146704077174,15.240005202679,0.969115773811544,0.994928886263583,NA
"sp|O15226|NKRF_HUMAN","MBC vs TNBC",-0.651735515816714,0.383329891050915,10.2386107187576,0.119221711883567,0.808342907310872,NA
"sp|O15232|MATN3_HUMAN","MBC vs TNBC",1.13763500568279,1.166138764707,11.2386107187576,0.349815306532047,0.928948799607164,NA
"sp|O15247|CLIC2_HUMAN","MBC vs TNBC",0.199165893647688,0.477661925837414,11.2386107187576,0.684561084910873,0.963372981713626,NA
"sp|O15254|ACOX3_HUMAN","MBC vs TNBC",0.450294204184725,0.450395570174883,11.2386107187576,0.338459362354242,0.928948799607164,NA
"sp|O15260|SURF4_HUMAN","MBC vs TNBC",0.184196266977857,0.41439398469716,47.2386107181571,0.65871423572555,0.95804285926704,NA
"sp|O15264|MK13_HUMAN","MBC vs TNBC",-0.667582504347746,0.323569611787,19.2386125356031,0.0528546973071652,0.666111240932781,NA
"sp|O15270|SPTC2_HUMAN","MBC vs TNBC",0.0982075138489066,0.249434325335853,27.2386107752652,0.696852316709356,0.968844068412863,NA
"sp|O15294|OGT1_HUMAN","MBC vs TNBC",-0.0772830670793704,0.318401413540544,11.238622596043,0.812593549068289,0.976126564798978,NA
"sp|O15296|LX15B_HUMAN","MBC vs TNBC",-2.38321832162268,0.532263721097646,48.7694678622258,4.54828381651122e-05,0.0418044771557845,NA
"sp|O15347|HMGB3_HUMAN","MBC vs TNBC",-0.3881549003887,0.393353680112545,27.2386107338298,0.332433776249952,0.928948799607164,NA
"sp|O15355|PPM1G_HUMAN","MBC vs TNBC",0.881021313527781,0.470420625855806,34.2885770496616,0.0696374581651184,0.723790230529361,NA
"sp|O15371|EIF3D_HUMAN","MBC vs TNBC",0.307353955915061,0.168491305148007,57.2044603117433,0.0733534293440042,0.72567879228459,NA
"sp|O15379|HDAC3_HUMAN","MBC vs TNBC",-0.616722706281452,0.444093377489744,10.2386107187576,0.194383912093114,0.860705196921955,NA
"sp|O15382|BCAT2_HUMAN","MBC vs TNBC",-0.612532133774002,0.34177041973328,20.2386107185524,0.0880591870261788,0.753320679146937,NA
"sp|O15400|STX7_HUMAN","MBC vs TNBC",-0.0299656773551332,0.353204695570886,19.9459163679434,0.933234855910398,0.994180805684139,NA
"sp|O15446|RPA34_HUMAN","MBC vs TNBC",-0.351286588958364,0.401847212991861,27.2385483659972,0.389663161756539,0.928948799607164,NA
"sp|O15460|P4HA2_HUMAN","MBC vs TNBC",0.0421051244650414,0.309713651840884,19.2386130335539,0.893274402900757,0.982348911367451,NA
"sp|O15498|YKT6_HUMAN","MBC vs TNBC",0.875347751018766,0.286229789576832,24.3023044596574,0.0053539195038874,0.30139417442472,NA
"sp|O15511|ARPC5_HUMAN","MBC vs TNBC",-0.00125530825182403,0.359172578997355,19.9034289686256,0.997246192294698,0.998798056505127,NA
"sp|O15514|RPB4_HUMAN","MBC vs TNBC",-0.920636060093384,0.977098037187721,10.2386107187576,0.367783136155809,0.928948799607164,NA
"sp|O15540|FABP7_HUMAN","MBC vs TNBC",-0.29853141309916,0.693022532914903,55.2386107177834,0.668313876913634,0.961615856700707,NA
"sp|O15551|CLD3_HUMAN","MBC vs TNBC",-1.64898861604182,0.467602786410861,19.2386107223844,0.00222179520169145,0.219957724967453,NA
"sp|O43143|DHX15_HUMAN","MBC vs TNBC",-0.350782774594471,0.199078741360169,75.2381068827293,0.0821260158800418,0.748519973306667,NA
"sp|O43149|ZZEF1_HUMAN","MBC vs TNBC",0.147422858909624,0.259783531763955,24.4554210677294,0.57555880909499,0.946180103066883,NA
"sp|O43172|PRP4_HUMAN","MBC vs TNBC",-0.350562338506013,0.35048199867879,19.9537457956221,0.329175714613997,0.928948799607164,NA
"sp|O43175|SERA_HUMAN","MBC vs TNBC",-0.0504097495108414,0.319399688415121,25.0060884600719,0.875861045900692,0.982348911367451,NA
"sp|O43237|DC1L2_HUMAN","MBC vs TNBC",-0.192129687083773,0.222432929988848,23.6791896003752,0.396382594703066,0.928948799607164,NA
"sp|O43242|PSMD3_HUMAN","MBC vs TNBC",-0.287592388321558,0.195738326319861,47.2386107182188,0.148388406959481,0.808342907310872,NA
"sp|O43252|PAPS1_HUMAN","MBC vs TNBC",0.199495038003644,0.233000876246348,22.4759388331515,0.400924276302162,0.928948799607164,NA
"sp|O43294|TGFI1_HUMAN","MBC vs TNBC",-0.227306973786387,0.317807108478934,21.6786379028359,0.482096099886973,0.934757352540745,NA
"sp|O43324|MCA3_HUMAN","MBC vs TNBC",-0.361928639832383,0.16452426728276,56.2386107180365,0.0319431798045708,0.562463667746721,NA
"sp|O43347|MSI1H_HUMAN","MBC vs TNBC",-0.320314670810896,0.857394212744527,10.2386107187576,0.716328290579485,0.972211679363347,NA
"sp|O43390|HNRPR_HUMAN","MBC vs TNBC",-0.174113391144588,0.204743130098841,29.3040115499371,0.401998378641611,0.928948799607164,NA
"sp|O43395|PRPF3_HUMAN","MBC vs TNBC",-0.640260415498808,0.464929219153632,19.2386108248924,0.184290580207673,0.846557209241969,NA
"sp|O43396|TXNL1_HUMAN","MBC vs TNBC",-0.680682800292662,0.253480307636092,43.238610771457,0.0102347515071717,0.391386425927853,NA
"sp|O43399|TPD54_HUMAN","MBC vs TNBC",-0.149975646944357,0.275074320314102,27.8148830336221,0.589948819319425,0.950150958089661,NA
"sp|O43405|COCH_HUMAN","MBC vs TNBC",-2.34535545332505,0.580599491143869,18.7850291210693,0.000713905682622701,0.0950832880294514,NA
"sp|O43414|ERI3_HUMAN","MBC vs TNBC",-1.19990639817563,0.435130389599363,11.2386107187576,0.0183073138988484,0.469282215007008,NA
"sp|O43423|AN32C_HUMAN","MBC vs TNBC",-0.308923415636288,0.281543974147269,27.3434153844666,0.282102501669792,0.911256996950644,NA
"sp|O43488|ARK72_HUMAN","MBC vs TNBC",0.0165040998860475,0.159692561599048,66.3146023411674,0.917997733796573,0.991613437920286,NA
"sp|O43490|PROM1_HUMAN","MBC vs TNBC",0.120791141248773,0.423877800672866,15.769548475183,0.779378020405269,0.975411637569106,NA
"sp|O43491|E41L2_HUMAN","MBC vs TNBC",0.132958114442629,0.167907959169867,77.7432417807011,0.430856952821248,0.928948799607164,NA
"sp|O43493|TGON2_HUMAN","MBC vs TNBC",0.249848411567579,0.257592954031179,30.8384757931451,0.339625246684408,0.928948799607164,NA
"sp|O43516|WIPF1_HUMAN","MBC vs TNBC",0.297183591047618,0.368719630377118,38.2386107183954,0.42523395401434,0.928948799607164,NA
"sp|O43592|XPOT_HUMAN","MBC vs TNBC",0.485128303415902,0.222654845754763,25.2296163303866,0.0388883525777294,0.597050589575728,NA
"sp|O43615|TIM44_HUMAN","MBC vs TNBC",-0.227332466503843,0.176307195843647,45.2386107182261,0.203808920144494,0.871544752269689,NA
"sp|O43633|CHM2A_HUMAN","MBC vs TNBC",-0.186623842827182,0.204027447645043,42.1212782323299,0.365556116313529,0.928948799607164,NA
"sp|O43684|BUB3_HUMAN","MBC vs TNBC",-0.732875175732228,0.41207254865144,29.2386107184882,0.0857211763229831,0.753320679146937,NA
"sp|O43707|ACTN4_HUMAN","MBC vs TNBC",-0.241069320574787,0.186500310282739,27.9415577917506,0.206738502663565,0.871544752269689,NA
"sp|O43719|HTSF1_HUMAN","MBC vs TNBC",0.0225851456470555,0.214362059532272,29.2386107184158,0.916809803646128,0.991613437920286,NA
"sp|O43741|AAKB2_HUMAN","MBC vs TNBC",0.0549461122087416,0.490603841752893,11.2386107187576,0.912801206514505,0.991371293707578,NA
"sp|O43747|AP1G1_HUMAN","MBC vs TNBC",0.230742939199097,0.345736526807493,17.5593219184724,0.513195913961327,0.939689897940566,NA
"sp|O43760|SNG2_HUMAN","MBC vs TNBC",-0.166927310245821,0.230482416510414,27.2386107269395,0.475086404085294,0.928948799607164,NA
"sp|O43768|ENSA_HUMAN","MBC vs TNBC",-0.238694288573969,0.362735320770692,27.3942889780586,0.516004806487354,0.939689897940566,NA
"sp|O43795|MYO1B_HUMAN","MBC vs TNBC",0.0600006457008952,0.243501035333905,29.9694259927099,0.80704624754045,0.976126564798978,NA
"sp|O43815|STRN_HUMAN","MBC vs TNBC",-0.0326022324547417,0.36472004984702,27.2386107423152,0.929426214353951,0.992701882965101,NA
"sp|O43823|AKAP8_HUMAN","MBC vs TNBC",-0.30873911934609,0.295791887367059,27.2386107265947,0.305766608971088,0.928948799607164,NA
"sp|O43837|IDH3B_HUMAN","MBC vs TNBC",0.0573746046616296,0.483225719293129,20.2386107185549,0.906657875629301,0.98973945282575,NA
"sp|O43865|SAHH2_HUMAN","MBC vs TNBC",-0.154022916937828,0.178005717863568,56.2386107180826,0.390567014708719,0.928948799607164,NA
"sp|O43914|TYOBP_HUMAN","MBC vs TNBC",0.260899629705645,0.564318812462796,11.2386107187576,0.65266911762602,0.95804285926704,NA
"sp|O43918|AIRE_HUMAN","MBC vs TNBC",0.683826700381307,0.441964148553347,11.2386107187576,0.149486349301334,0.808342907310872,NA
"sp|O60220|TIM8A_HUMAN","MBC vs TNBC",-0.00261552486061698,0.247764743132972,43.2386105806106,0.991625857547353,0.998732641819529,NA
"sp|O60240|PLIN1_HUMAN","MBC vs TNBC",-0.104852869918048,0.609135602886159,28.0370743065067,0.864568787718415,0.982348911367451,NA
"sp|O60242|AGRB3_HUMAN","MBC vs TNBC",1.28994728406936,0.496292158512088,22.3429250914702,0.0162567631373752,0.461699402841365,NA
"sp|O60256|KPRB_HUMAN","MBC vs TNBC",0.10715482828798,0.508365103996877,9.23861071875764,0.837632426181958,0.982348911367451,NA
"sp|O60264|SMCA5_HUMAN","MBC vs TNBC",-0.0518341674051932,0.190311732692198,27.4483353176647,0.787380200047868,0.975885561005855,NA
"sp|O60271|JIP4_HUMAN","MBC vs TNBC",0.199412624877186,0.30527057983206,25.123600347053,0.519540411943416,0.939922420850595,NA
"sp|O60343|TBCD4_HUMAN","MBC vs TNBC",-0.0273783292593126,0.244482912229309,23.7763794190155,0.911775649874865,0.991371293707578,NA
"sp|O60361|NDK8_HUMAN","MBC vs TNBC",0.261589218074659,0.187593908810449,29.434587672255,0.173620152104706,0.834947163639214,NA
"sp|O60437|PEPL_HUMAN","MBC vs TNBC",0.275548513384217,0.369124906568463,20.1975455513443,0.463971988061261,0.928948799607164,NA
"sp|O60469|DSCAM_HUMAN","MBC vs TNBC",-0.280719824380159,0.491024429124035,11.2386107187576,0.57877844364925,0.947265439654621,NA
