"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"14","sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN","H446-H197",0.616816398430604,0.180916551868599,3.40939727216668,8,0.00923135782368156,0.0273674067723075,NA,0.53030303030303,0.53030303030303
"15","sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN","H69-H446",0.734937993439446,0.180916551868599,4.06230378508007,8,0.00362185067508802,0.0180389261778656,NA,0.196969696969697,0.196969696969697
"16","sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN","A549-H69",-1.77754971790544,0.180916551868599,-9.82524649926163,8,9.68078802188188e-06,0.000143848703304847,NA,0.424242424242424,0.424242424242424
"17","sp|A0AVT1|UBA6_HUMAN","H197-A549",1.58735360743072,0.217376581749328,7.30232113623539,8,8.36996561690562e-05,0.00191409752509381,NA,0.478260869565217,0.478260869565217
"18","sp|A0AVT1|UBA6_HUMAN","H446-H197",-0.870945620728824,0.217376581749328,-4.00662119957877,8,0.00391345332371285,0.01388774549003,NA,0.326086956521739,0.326086956521739
"19","sp|A0AVT1|UBA6_HUMAN","H69-H446",-1.21866378109512,0.217376581749328,-5.60623306930296,8,0.000506551607420525,0.00445839907413506,NA,0.630434782608696,0.630434782608696
"20","sp|A0AVT1|UBA6_HUMAN","A549-H69",0.502255794393227,0.217376581749328,2.31053313264634,8,0.0496477481798427,0.0949010674398019,NA,0.782608695652174,0.782608695652174
"21","sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN","H197-A549",1.05000159903148,0.459744050238496,2.2838829528882,7,0.0563129984710296,0.166293083250886,NA,0.366666666666667,0.366666666666667
"22","sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN","H446-H197",-0.950933864497805,0.514009474292177,-1.85003178357228,7,0.106762114619295,0.186917721135671,NA,0.5,0.333333333333333
"23","sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN","H69-H446",0.234289307798121,0.514009474292177,0.455807372268287,7,0.662331817596171,0.768297990088443,NA,0.6,0.433333333333333
"24","sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN","A549-H69",-0.333357042331794,0.459744050238496,-0.725092673105529,7,0.491916523897896,0.593859407864822,NA,0.466666666666667,0.466666666666667
"25","sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN","H197-A549",1.06949099540128,0.11546385506203,9.26256095318069,2,0.0114557831729696,0.0537306584278212,NA,0.333333333333333,0
"26","sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN","H446-H197",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"27","sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN","H69-H446",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"28","sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN","A549-H69",-0.513141754004224,0.141413764318324,-3.62865493665198,2,0.068261863871002,0.122760510340028,NA,0.5,0
"29","sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN","H197-A549",-1.25435174558164,0.371532350305741,-3.37615753930823,7,0.011820516300014,0.054762364110357,NA,0.583333333333333,0.583333333333333
"30","sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN","H446-H197",-0.0578891938030919,0.415385795561951,-0.139362478018241,7,0.893088600712796,0.925826859452812,NA,0.791666666666667,0.625
"31","sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN","H69-H446",0.77212274685595,0.415385795561951,1.85880873902149,7,0.105395629584309,0.214433827669832,NA,0.708333333333333,0.541666666666667
"32","sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN","A549-H69",0.540118192528778,0.371532350305741,1.45375817767767,7,0.18933115940982,0.281593203238035,NA,0.5,0.5
"33","sp|A1L0T0|HACL2_HUMAN","H197-A549",-0.408863623086652,0.258675742658227,-1.58060287711964,8,0.152624251709865,0.325250618077402,NA,0.462962962962963,0.462962962962963
"34","sp|A1L0T0|HACL2_HUMAN","H446-H197",0.627113197215336,0.258675742658227,2.42432162664709,8,0.0415688646689183,0.0893208637477014,NA,0.388888888888889,0.388888888888889
"35","sp|A1L0T0|HACL2_HUMAN","H69-H446",0.228923835734378,0.258675742658227,0.884983776916576,8,0.401980637440613,0.551590549885075,NA,0.296296296296296,0.296296296296296
"36","sp|A1L0T0|HACL2_HUMAN","A549-H69",-0.447173409863061,0.258675742658227,-1.72870252644403,8,0.122122207723751,0.19651375980222,NA,0.37037037037037,0.37037037037037
"37","sp|A1X283|SPD2B_HUMAN","H197-A549",-0.228642877041639,0.146561074059157,-1.56005186581364,6,0.16976612463218,0.348208719919822,NA,0.8,0.8
"38","sp|A1X283|SPD2B_HUMAN","H446-H197",1.90256659783133,0.146561074059157,12.9813909323794,6,1.28669167662743e-05,0.000235917039829985,NA,0.433333333333333,0.433333333333333
"39","sp|A1X283|SPD2B_HUMAN","H69-H446",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.533333333333333,0.0333333333333333
"40","sp|A1X283|SPD2B_HUMAN","A549-H69",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.9,0.4
"41","sp|A5A3E0|POTEF_HUMAN","H197-A549",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"42","sp|A5A3E0|POTEF_HUMAN","H446-H197",-1.82216890361657,1.67070614960667,-1.09065792571935,1,0.472411319450055,0.58832326264991,NA,0.5,0
"43","sp|A5A3E0|POTEF_HUMAN","H69-H446",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"44","sp|A5A3E0|POTEF_HUMAN","A549-H69",NA,NA,NA,NA,NA,NA,"completeMissing",1,0
"45","sp|A5YKK6-2|CNOT1_HUMAN","H197-A549",-0.544628043229768,0.610651365775196,-0.891880496391563,6,0.406800192064816,0.610604307643176,NA,0.694444444444444,0.527777777777778
"46","sp|A5YKK6-2|CNOT1_HUMAN","H446-H197",-0.227532447429851,0.610651365775196,-0.372606138595971,6,0.722249052533292,0.8019774752459,NA,0.833333333333333,0.666666666666667
"47","sp|A5YKK6-2|CNOT1_HUMAN","H69-H446",0.732576319597266,0.610651365775196,1.19966376996028,6,0.275488409135004,0.422949498590765,NA,0.722222222222222,0.555555555555556
"48","sp|A5YKK6-2|CNOT1_HUMAN","A549-H69",0.0395841710623531,0.610651365775196,0.0648228650272528,6,0.950420834086429,0.964576037998355,NA,0.583333333333333,0.416666666666667
"49","sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN","H197-A549",0.1361075300898,0.170603480613368,0.797800429396014,8,0.44801762625205,0.647744515376109,NA,0.166666666666667,0.166666666666667
"50","sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN","H446-H197",0.478387842450112,0.170603480613368,2.80409192549983,8,0.0230519852123208,0.0557827952527298,NA,0.0833333333333334,0.0833333333333333
"51","sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN","H69-H446",0.201542132414361,0.170603480613368,1.18134830362053,8,0.271389835857089,0.418944661515367,NA,0,0
"52","sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN","A549-H69",-0.816037504954274,0.170603480613368,-4.78324065851638,8,0.00138491245296857,0.00538351813007863,NA,0.0833333333333334,0.0833333333333333
"53","sp|A6NDG6|PGP_HUMAN","H197-A549",0.921444611718952,0.271101892084671,3.39888668660108,7,0.0114598455592159,0.0537306584278212,NA,0.354166666666667,0.354166666666667
"54","sp|A6NDG6|PGP_HUMAN","H446-H197",-2.08153605199155,0.303101129765068,-6.86746385143775,7,0.000238204698838507,0.00163557423873271,NA,0.541666666666667,0.375
"55","sp|A6NDG6|PGP_HUMAN","H69-H446",1.18918671051512,0.303101129765068,3.92339913558505,7,0.00572398890512171,0.0249755093053367,NA,0.729166666666667,0.5625
"56","sp|A6NDG6|PGP_HUMAN","A549-H69",-0.0290952702425249,0.271101892084671,-0.107322269198467,7,0.917544538620874,0.940695339706383,NA,0.541666666666667,0.541666666666667
"57","sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN","H197-A549",0.568166840940642,0.166077674110304,3.42109102854656,8,0.00907332198447763,0.0455855739521795,NA,0.145833333333333,0.145833333333333
"58","sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN","H446-H197",0.137837498938611,0.166077674110304,0.829958028236012,8,0.430630948053867,0.548688611552407,NA,0.125,0.125
"59","sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN","H69-H446",-0.592101118895473,0.166077674110304,-3.56520599212038,8,0.00734478504739267,0.0293709611416337,NA,0.229166666666667,0.229166666666667
"60","sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN","A549-H69",-0.11390322098378,0.166077674110304,-0.685843064662192,8,0.512193961800281,0.612760888015456,NA,0.25,0.25
"61","sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN","H197-A549",0.395916398201724,0.523854650582767,0.755775285685224,4,0.491849542217368,0.686076559935533,NA,0.5,0
"62","sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN","H446-H197",0.0685332271150886,0.390458203010823,0.175520008509564,4,0.86919810650778,0.909822484760496,NA,0.166666666666667,0
"63","sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN","H69-H446",0.664725258068221,0.390458203010823,1.70242359602776,4,0.163888846448567,0.290056603054118,NA,0.166666666666667,0
"64","sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN","A549-H69",-1.12917488338503,0.523854650582767,-2.15551180490404,4,0.0973777507843323,0.163965864785116,NA,0.5,0
"65","sp|A6NHQ2|FBLL1_HUMAN","H197-A549",-0.214689244361833,0.209536070150604,-1.02459325598464,7,0.33965270272425,0.544982250854758,NA,0.166666666666667,0
"66","sp|A6NHQ2|FBLL1_HUMAN","H446-H197",1.26910107371283,0.209536070150604,6.05671888759136,7,0.000512536215741211,0.00295905424209069,NA,0.166666666666667,0
"67","sp|A6NHQ2|FBLL1_HUMAN","H69-H446",-0.277837455574399,0.187414758637966,-1.48247372615465,7,0.181774924256559,0.314731799906124,NA,0,0
"68","sp|A6NHQ2|FBLL1_HUMAN","A549-H69",-0.776574373776598,0.187414758637966,-4.1436137656412,7,0.00432954132530017,0.0130683957839309,NA,0,0
"69","sp|A6NHR9|SMHD1_HUMAN","H197-A549",0.312586480202587,0.166847413522246,1.87348711978031,8,0.0978809149636102,0.240869515450115,NA,0.940860215053763,0.940860215053763
"70","sp|A6NHR9|SMHD1_HUMAN","H446-H197",1.23714625420781,0.166847413522246,7.4148362751986,8,7.51221681838388e-05,0.000757349471992356,NA,0.752688172043011,0.752688172043011
"71","sp|A6NHR9|SMHD1_HUMAN","H69-H446",1.29186424261769,0.166847413522246,7.74278854760576,8,5.52068421619811e-05,0.000997547946237636,NA,0.338709677419355,0.338709677419355
"72","sp|A6NHR9|SMHD1_HUMAN","A549-H69",-2.84159697702808,0.166847413522246,-17.0311119425847,8,1.43458758206094e-07,1.08000581064555e-05,NA,0.526881720430108,0.526881720430108
"73","sp|A6NIU2|CU037_HUMAN",NA,NA,NA,NA,NA,NA,NA,"completeMissing",NA,NA
"74","sp|A6NIU2|CU037_HUMAN",NA,Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"75","sp|A6NIU2|CU037_HUMAN",NA,-Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"76","sp|A6NIU2|CU037_HUMAN",NA,NA,NA,NA,NA,NA,NA,"completeMissing",NA,NA
"77","sp|A6ZKI3|RTL8C_HUMAN","H197-A549",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0.0833333333333333
"78","sp|A6ZKI3|RTL8C_HUMAN","H446-H197",0.757233687443892,0.445088800097429,1.7013092382422,4,0.164102981518061,0.262180677683083,NA,0.583333333333333,0.25
"79","sp|A6ZKI3|RTL8C_HUMAN","H69-H446",0.736840616610985,0.314725308779076,2.3412181863271,4,0.0792726558660786,0.175583897510983,NA,0.166666666666667,0.166666666666667
"80","sp|A6ZKI3|RTL8C_HUMAN","A549-H69",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.5,0
"81","sp|A8MPS7|YDJC_HUMAN","H197-A549",0.604589640916161,NA,NA,0,NA,NA,NA,0.666666666666667,0
"82","sp|A8MPS7|YDJC_HUMAN","H446-H197",0.814850379744502,NA,NA,0,NA,NA,NA,0.666666666666667,0
"83","sp|A8MPS7|YDJC_HUMAN","H69-H446",1.11348189907334,NA,NA,0,NA,NA,NA,0.666666666666667,0
"84","sp|A8MPS7|YDJC_HUMAN","A549-H69",-2.532921919734,NA,NA,0,NA,NA,NA,0.666666666666667,0
"85","sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN","H197-A549",-0.222172145892066,0.166709505686602,-1.3326903284671,8,0.219340017331997,0.417021459893197,NA,0,0
"86","sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN","H446-H197",0.805895157513775,0.166709505686602,4.83412840914291,8,0.00129779125265861,0.00587583649769842,NA,0,0
"87","sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN","H69-H446",-0.0755653096466453,0.166709505686602,-0.453275350649175,8,0.662392252106326,0.768297990088443,NA,0,0
"88","sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN","A549-H69",-0.508157701975064,0.166709505686602,-3.04816273002663,8,0.0158652574727676,0.0372669415925455,NA,0,0
"89","sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN","H197-A549",-0.169065523159266,0.19753000649751,-0.855897927393612,8,0.416951299795342,0.620305841723218,NA,0.0925925925925926,0.0925925925925926
"90","sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN","H446-H197",1.35667187182483,0.19753000649751,6.86818117348634,8,0.000128598025196158,0.00107282902519895,NA,0.0925925925925926,0.0925925925925926
"91","sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN","H69-H446",-0.0605484152428428,0.19753000649751,-0.306527683142693,8,0.767029108741127,0.844768980533504,NA,0.111111111111111,0.111111111111111
"92","sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN","A549-H69",-1.12705793342272,0.19753000649751,-5.70575556295003,8,0.000451375730395664,0.00225007204003518,NA,0.111111111111111,0.111111111111111
"93","sp|C9JLW8|MCRI1_HUMAN","H197-A549",0.565496038987007,0.264583893654498,2.13730333761529,2,0.166035768041657,0.343732220849447,NA,0.333333333333333,0
"94","sp|C9JLW8|MCRI1_HUMAN","H446-H197",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"95","sp|C9JLW8|MCRI1_HUMAN","H69-H446",NA,NA,NA,NA,NA,NA,"completeMissing",1,0
"96","sp|C9JLW8|MCRI1_HUMAN","A549-H69",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"97","sp|E9PAV3|NACAM_HUMAN","H197-A549",-1.1979246469,0.784027673104136,-1.52791117966175,1,0.368936421960054,0.576574410350831,NA,0.5,0
"98","sp|E9PAV3|NACAM_HUMAN","H446-H197",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"99","sp|E9PAV3|NACAM_HUMAN","H69-H446",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"100","sp|E9PAV3|NACAM_HUMAN","A549-H69",3.88111860396974,0.905317176237577,4.28702636583053,1,0.145890464605959,0.227523709163614,NA,0.666666666666667,0
"101","sp|E9PRG8|CK098_HUMAN","H197-A549",-0.266654909251127,0.19702481062005,-1.35340776835134,6,0.224687744732356,0.424523470053021,NA,0,0
"102","sp|E9PRG8|CK098_HUMAN","H446-H197",-0.292539608269109,0.278635159302866,-1.04990199011866,6,0.334200018350698,0.450596145954053,NA,0.333333333333333,0
"103","sp|E9PRG8|CK098_HUMAN","H69-H446",0.703585963585027,0.278635159302866,2.52511551429967,6,0.0449752961991283,0.114138719894749,NA,0.333333333333333,0
"104","sp|E9PRG8|CK098_HUMAN","A549-H69",-0.14439144606479,0.19702481062005,-0.732859204941656,6,0.491271774934724,0.593686737787565,NA,0,0
"105","sp|G2XKQ0|SUMO5_HUMAN","H197-A549",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"106","sp|G2XKQ0|SUMO5_HUMAN","H446-H197",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"107","sp|G2XKQ0|SUMO5_HUMAN","H69-H446",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"108","sp|G2XKQ0|SUMO5_HUMAN","A549-H69",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"109","sp|L0R6Q1|S35U4_HUMAN","H197-A549",-0.31547003307125,0.399134178122808,-0.790385916222349,4,0.473523106536862,0.671765531462644,NA,0.75,0.416666666666667
"110","sp|L0R6Q1|S35U4_HUMAN","H446-H197",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.958333333333333,0.125
"111","sp|L0R6Q1|S35U4_HUMAN","H69-H446",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.625,0.125
"112","sp|L0R6Q1|S35U4_HUMAN","A549-H69",-0.693482587174648,0.282230483953957,-2.45714983533736,4,0.0699053547478701,0.125154948795248,NA,0.416666666666667,0.416666666666667
"113","sp|L0R8F8|MIDUO_HUMAN","H197-A549",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.5,0
"114","sp|L0R8F8|MIDUO_HUMAN","H446-H197",-1.28142656401623,1.26787387345455,-1.01068930502113,3,0.386605807809096,0.504340727388176,NA,0.166666666666667,0
"115","sp|L0R8F8|MIDUO_HUMAN","H69-H446",0.492649252375072,1.7010313007642,0.289617981840632,3,0.790971430003148,0.861428830865762,NA,0.5,0
"116","sp|L0R8F8|MIDUO_HUMAN","A549-H69",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"117","sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN","H197-A549",NA,NA,NA,NA,NA,NA,"completeMissing",1,0
"118","sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN","H446-H197",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0.166666666666667
"119","sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN","H69-H446",-0.163168778080384,0.20408529155386,-0.79951267843975,4,0.468779380889986,0.612774557139997,NA,0.166666666666667,0.166666666666667
"120","sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN","A549-H69",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.5,0
"121","sp|O00116|ADAS_HUMAN","H197-A549",-0.400946975958321,0.210363653405401,-1.90597077711727,6,0.105294519652609,0.252509751593118,NA,0.288888888888889,0.288888888888889
"122","sp|O00116|ADAS_HUMAN","H446-H197",0.418052375060777,0.210363653405401,1.98728424940943,6,0.0940694220078733,0.168950302066885,NA,0.366666666666667,0.366666666666667
"123","sp|O00116|ADAS_HUMAN","H69-H446",-Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.655555555555556,0.155555555555556
"124","sp|O00116|ADAS_HUMAN","A549-H69",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.577777777777778,0.0777777777777778
"125","sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN","H197-A549",-0.361289612603186,0.289450692026869,-1.24819052970047,7,0.252090886728216,0.456809168354773,NA,0.863636363636364,0.696969696969697
"126","sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN","H446-H197",1.91146164106632,0.289450692026869,6.60375564377259,7,0.000303246296563753,0.00198029920084783,NA,0.666666666666667,0.5
"127","sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN","H69-H446",0.400190789035708,0.258892569402574,1.54577935534881,7,0.166076283190989,0.292632501983422,NA,0.272727272727273,0.272727272727273
"128","sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN","A549-H69",-1.95036281749884,0.258892569402574,-7.53348318184465,7,0.000133496796028698,0.00089339642587451,NA,0.46969696969697,0.46969696969697
"129","sp|O00148|DX39A_HUMAN","H197-A549",-0.0272338326202773,0.142306981369482,-0.191373833934177,8,0.853000598657604,0.925809228821295,NA,0.510416666666667,0.510416666666667
"130","sp|O00148|DX39A_HUMAN","H446-H197",0.704871089934111,0.142306981369482,4.95317294450933,8,0.00111642541416224,0.00520322850147959,NA,0.385416666666667,0.385416666666667
"131","sp|O00148|DX39A_HUMAN","H69-H446",0.676705630012496,0.142306981369482,4.75525250764413,8,0.00143552768998956,0.00927154664523831,NA,0.177083333333333,0.177083333333333
"132","sp|O00148|DX39A_HUMAN","A549-H69",-1.35434288732633,0.142306981369482,-9.51705161821929,8,1.22679775995671e-05,0.000166515354491685,NA,0.302083333333333,0.302083333333333
"133","sp|O00151|PDLI1_HUMAN","H197-A549",0.325091259585131,0.0777657017756437,4.18039382609867,8,0.0030779588325125,0.0210527327948647,NA,0.136363636363636,0.136363636363636
"134","sp|O00151|PDLI1_HUMAN","H446-H197",-1.15993717483856,0.0777657017756437,-14.9157938313862,8,4.02530482501717e-07,2.63381219629065e-05,NA,0.287878787878788,0.287878787878788
"135","sp|O00151|PDLI1_HUMAN","H69-H446",-1.0773154344853,0.0777657017756437,-13.8533493543643,8,7.12699959937169e-07,8.53101852044791e-05,NA,0.636363636363636,0.636363636363636
"136","sp|O00151|PDLI1_HUMAN","A549-H69",1.91216134973874,0.0777657017756437,24.5887493596519,8,7.99415600383213e-09,2.22437390806629e-06,NA,0.484848484848485,0.484848484848485
"137","sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN","H197-A549",-0.76932025717929,0.301360575321911,-2.55282316327379,5,0.0510903349306699,0.155417265437499,NA,0.333333333333333,0
"138","sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN","H446-H197",1.94611685416209,0.301360575321911,6.45776857866449,5,0.00132531724676577,0.0059523333142091,NA,0.333333333333333,0
"139","sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN","H69-H446",-1.35355172949922,0.238246453748993,-5.68130903188709,5,0.00235354599220727,0.0133727589525575,NA,0.166666666666667,0
"140","sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN","A549-H69",0.176755132516417,0.238246453748993,0.741900371380301,5,0.491504974566177,0.593753657770067,NA,0.166666666666667,0
"141","sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN","H197-A549",0.139133912103669,0.115955402349254,1.19989159008393,8,0.264506918666758,0.471426113675908,NA,0.333333333333333,0.333333333333333
"142","sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN","H446-H197",0.704331489227386,0.115955402349254,6.07415846918422,8,0.000297844511389922,0.00195266627604748,NA,0.192307692307692,0.192307692307692
"143","sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN","H69-H446",-0.608157546061214,0.115955402349254,-5.24475387726621,8,0.000778779987216982,0.00613289239933373,NA,0.192307692307692,0.192307692307692
"144","sp|O00154-6|BACH_HUMAN;sp|O00154-7|BACH_HUMAN;sp|O00154|BACH_HUMAN","A549-H69",-0.23530785526984,0.115955402349254,-2.02929618200194,8,0.0769411986621455,0.135716347291159,NA,0.333333333333333,0.333333333333333
"145","sp|O00159-3|MYO1C_HUMAN;sp|O00159|MYO1C_HUMAN","H197-A549",-0.619109627297649,0.115412855568216,-5.36430386588709,8,0.0006741864641433,0.00708427480145531,NA,0.224358974358974,0.224358974358974
