"Protein","LogIntensities","GROUP"
"sp|P62913|RL11_HUMAN",27.3765600836872,"H69"
"sp|P62917|RL8_HUMAN",28.2696550781403,"A549"
"sp|P62917|RL8_HUMAN",28.4007004261341,"A549"
"sp|P62917|RL8_HUMAN",28.409766238474,"A549"
"sp|P62917|RL8_HUMAN",28.5516053851064,"H197"
"sp|P62917|RL8_HUMAN",28.3725799898224,"H197"
"sp|P62917|RL8_HUMAN",28.2285842787904,"H197"
"sp|P62917|RL8_HUMAN",28.2743215978001,"H446"
"sp|P62917|RL8_HUMAN",28.4697919856704,"H446"
"sp|P62917|RL8_HUMAN",28.5767486863051,"H446"
"sp|P62917|RL8_HUMAN",27.9987162169701,"H69"
"sp|P62917|RL8_HUMAN",28.3830406380243,"H69"
"sp|P62917|RL8_HUMAN",27.8674031561583,"H69"
"sp|P62937|PPIA_HUMAN",29.0402891071189,"A549"
"sp|P62937|PPIA_HUMAN",28.9018258293956,"A549"
"sp|P62937|PPIA_HUMAN",29.0459679041311,"A549"
"sp|P62937|PPIA_HUMAN",29.6675528948046,"H197"
"sp|P62937|PPIA_HUMAN",29.6622172286718,"H197"
"sp|P62937|PPIA_HUMAN",29.4982667451851,"H197"
"sp|P62937|PPIA_HUMAN",29.3348348736768,"H446"
"sp|P62937|PPIA_HUMAN",29.8832055118191,"H446"
"sp|P62937|PPIA_HUMAN",29.9146604262268,"H446"
"sp|P62937|PPIA_HUMAN",29.6537605931453,"H69"
"sp|P62937|PPIA_HUMAN",29.4209790405083,"H69"
"sp|P62937|PPIA_HUMAN",29.4423047828475,"H69"
"sp|P62942|FKB1A_HUMAN",27.104933909052,"A549"
"sp|P62942|FKB1A_HUMAN",27.2223705876115,"A549"
"sp|P62942|FKB1A_HUMAN",27.2738784691407,"A549"
"sp|P62942|FKB1A_HUMAN",27.8291268921407,"H197"
"sp|P62942|FKB1A_HUMAN",27.9161604063539,"H197"
"sp|P62942|FKB1A_HUMAN",27.5749577176381,"H197"
"sp|P62942|FKB1A_HUMAN",27.0400258887896,"H446"
"sp|P62942|FKB1A_HUMAN",27.2157347495564,"H446"
"sp|P62942|FKB1A_HUMAN",26.9028379164585,"H446"
"sp|P62942|FKB1A_HUMAN",26.4679275173304,"H69"
"sp|P62942|FKB1A_HUMAN",26.3172699271725,"H69"
"sp|P62942|FKB1A_HUMAN",25.9384949389243,"H69"
"sp|P62993|GRB2_HUMAN",26.5010309922626,"A549"
"sp|P62993|GRB2_HUMAN",26.9810064918673,"A549"
"sp|P62993|GRB2_HUMAN",26.7957617194722,"A549"
"sp|P62993|GRB2_HUMAN",26.3724064935708,"H197"
"sp|P62993|GRB2_HUMAN",26.3781211543752,"H197"
"sp|P62993|GRB2_HUMAN",25.945599098301,"H197"
"sp|P62993|GRB2_HUMAN",26.4796146848666,"H446"
"sp|P62993|GRB2_HUMAN",26.0388782456884,"H446"
"sp|P62993|GRB2_HUMAN",26.3532230009453,"H446"
"sp|P62993|GRB2_HUMAN",26.5811554284544,"H69"
"sp|P62993|GRB2_HUMAN",26.4175486522528,"H69"
"sp|P62993|GRB2_HUMAN",26.2838526470302,"H69"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",26.8045329610264,"A549"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",27.1909754485669,"A549"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",27.2243722509354,"A549"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",27.3250058995653,"H197"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",27.3390451473133,"H197"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",27.2417150829247,"H197"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",27.894437441169,"H446"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",28.041102983316,"H446"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",28.1677747435476,"H446"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",28.6228375515257,"H69"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",28.5907597323343,"H69"
"sp|P62995-3|TRA2B_HUMAN;sp|P62995|TRA2B_HUMAN",28.1452170933748,"H69"
"sp|P63000|RAC1_HUMAN",27.1021670083032,"A549"
"sp|P63000|RAC1_HUMAN",27.6514631565077,"A549"
"sp|P63000|RAC1_HUMAN",27.1682765277554,"A549"
"sp|P63000|RAC1_HUMAN",27.7364685558779,"H197"
"sp|P63000|RAC1_HUMAN",27.700332723294,"H197"
"sp|P63000|RAC1_HUMAN",27.6179280278746,"H197"
"sp|P63000|RAC1_HUMAN",26.9598738420527,"H446"
"sp|P63000|RAC1_HUMAN",27.4769242679454,"H446"
"sp|P63000|RAC1_HUMAN",27.4504080730044,"H446"
"sp|P63000|RAC1_HUMAN",27.4826019226456,"H69"
"sp|P63000|RAC1_HUMAN",27.9265056856174,"H69"
"sp|P63000|RAC1_HUMAN",27.1524519114808,"H69"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",27.3603097520813,"A549"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",27.2201024807654,"A549"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",27.2238035991406,"A549"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",27.1313206126427,"H197"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",27.0719948637861,"H197"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",26.8169949132315,"H197"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",26.2654648555168,"H446"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",26.3220903397721,"H446"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",26.1581767571251,"H446"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",27.2451106838746,"H69"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",26.8133954194644,"H69"
"sp|P63010-2|AP2B1_HUMAN;sp|P63010|AP2B1_HUMAN",27.1317364128047,"H69"
"sp|P63027|VAMP2_HUMAN",27.4141185481803,"H69"
"sp|P63027|VAMP2_HUMAN",27.8354618054863,"H69"
"sp|P63027|VAMP2_HUMAN",26.9546103979078,"H69"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",26.4073458376147,"A549"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",26.7785161609731,"A549"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",26.6489744800181,"A549"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",26.8729319113765,"H197"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",26.8691495973035,"H197"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",27.0268583575523,"H197"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",26.8074874491106,"H446"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",26.8986589599982,"H446"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",26.9952583678553,"H446"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",28.1439576485806,"H69"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",27.6743898307617,"H69"
"sp|P63092-2|GNAS2_HUMAN;sp|P63092-3|GNAS2_HUMAN;sp|Q5JWF2-2|GNAS1_HUMAN",27.7666177281863,"H69"
"sp|P63096|GNAI1_HUMAN",23.3693951004292,"A549"
"sp|P63096|GNAI1_HUMAN",24.5406584565017,"H197"
"sp|P63096|GNAI1_HUMAN",24.504634973384,"H197"
"sp|P63096|GNAI1_HUMAN",24.1035669269695,"H197"
"sp|P63096|GNAI1_HUMAN",25.3252542340766,"H446"
"sp|P63096|GNAI1_HUMAN",25.4898503996153,"H446"
"sp|P63096|GNAI1_HUMAN",24.8239090794739,"H446"
"sp|P63096|GNAI1_HUMAN",26.590472831414,"H69"
"sp|P63096|GNAI1_HUMAN",26.4832812467396,"H69"
"sp|P63096|GNAI1_HUMAN",26.5520265000483,"H69"
"sp|P63098|CANB1_HUMAN",26.2725400547119,"A549"
"sp|P63098|CANB1_HUMAN",25.8753814122365,"A549"
"sp|P63098|CANB1_HUMAN",26.0347202342043,"H197"
"sp|P63098|CANB1_HUMAN",26.0073196928484,"H197"
"sp|P63098|CANB1_HUMAN",26.7168147909572,"H446"
"sp|P63098|CANB1_HUMAN",27.8870600259957,"H446"
"sp|P63098|CANB1_HUMAN",27.7361359885339,"H446"
"sp|P63098|CANB1_HUMAN",27.2244940955937,"H69"
"sp|P63098|CANB1_HUMAN",26.9271237626389,"H69"
"sp|P63098|CANB1_HUMAN",27.1055932106445,"H69"
"sp|P63104|1433Z_HUMAN",28.1978693412578,"A549"
"sp|P63104|1433Z_HUMAN",28.3114364972134,"A549"
"sp|P63104|1433Z_HUMAN",28.2224924636335,"A549"
"sp|P63104|1433Z_HUMAN",28.8459962287568,"H197"
"sp|P63104|1433Z_HUMAN",28.657278061785,"H197"
"sp|P63104|1433Z_HUMAN",28.6225203202035,"H197"
"sp|P63104|1433Z_HUMAN",27.8951429533014,"H446"
"sp|P63104|1433Z_HUMAN",28.339225244441,"H446"
"sp|P63104|1433Z_HUMAN",28.3230484182943,"H446"
"sp|P63104|1433Z_HUMAN",28.8113598379175,"H69"
"sp|P63104|1433Z_HUMAN",28.8194963435465,"H69"
"sp|P63104|1433Z_HUMAN",28.5698809761188,"H69"
"sp|P63151-2|2ABA_HUMAN",26.5091646280131,"A549"
"sp|P63151-2|2ABA_HUMAN",26.358704861492,"A549"
"sp|P63151-2|2ABA_HUMAN",26.1501706076891,"A549"
"sp|P63151-2|2ABA_HUMAN",26.2532798650584,"H197"
"sp|P63151-2|2ABA_HUMAN",26.4355321435109,"H197"
"sp|P63151-2|2ABA_HUMAN",26.3571983922154,"H197"
"sp|P63151-2|2ABA_HUMAN",26.4886649098535,"H446"
"sp|P63151-2|2ABA_HUMAN",26.6794668471515,"H446"
"sp|P63151-2|2ABA_HUMAN",26.8577450146662,"H446"
"sp|P63151-2|2ABA_HUMAN",27.0577877474048,"H69"
"sp|P63151-2|2ABA_HUMAN",26.6020059172371,"H69"
"sp|P63151-2|2ABA_HUMAN",27.0392707693932,"H69"
"sp|P63167|DYL1_HUMAN",27.6044840572535,"A549"
"sp|P63167|DYL1_HUMAN",27.8194802552273,"A549"
"sp|P63167|DYL1_HUMAN",27.6529065486436,"A549"
"sp|P63167|DYL1_HUMAN",27.7079853937802,"H197"
"sp|P63167|DYL1_HUMAN",27.5018565865959,"H197"
"sp|P63167|DYL1_HUMAN",27.5277315121219,"H197"
"sp|P63167|DYL1_HUMAN",27.8527398622307,"H446"
"sp|P63167|DYL1_HUMAN",28.1708066753434,"H446"
"sp|P63167|DYL1_HUMAN",28.4510510999308,"H446"
"sp|P63167|DYL1_HUMAN",28.0628025028891,"H69"
"sp|P63167|DYL1_HUMAN",28.3652541196625,"H69"
"sp|P63167|DYL1_HUMAN",27.8746669896033,"H69"
"sp|P63172|DYLT1_HUMAN",25.7520312172419,"A549"
"sp|P63172|DYLT1_HUMAN",25.2492382894489,"A549"
"sp|P63172|DYLT1_HUMAN",26.9911907641206,"A549"
"sp|P63172|DYLT1_HUMAN",26.8242220470283,"H197"
"sp|P63172|DYLT1_HUMAN",26.6172523558834,"H197"
"sp|P63172|DYLT1_HUMAN",26.3690839944492,"H197"
"sp|P63172|DYLT1_HUMAN",26.6558544519408,"H446"
"sp|P63172|DYLT1_HUMAN",26.5585750051502,"H446"
"sp|P63172|DYLT1_HUMAN",25.9787388416153,"H446"
"sp|P63172|DYLT1_HUMAN",26.4782703010691,"H69"
"sp|P63172|DYLT1_HUMAN",25.6943030246929,"H69"
"sp|P63172|DYLT1_HUMAN",26.9975155687604,"H69"
"sp|P63173|RL38_HUMAN",28.3747082263168,"A549"
"sp|P63173|RL38_HUMAN",28.6987708982167,"A549"
"sp|P63173|RL38_HUMAN",28.5379254003208,"A549"
"sp|P63173|RL38_HUMAN",28.6176233648487,"H197"
"sp|P63173|RL38_HUMAN",28.4394569895403,"H197"
"sp|P63173|RL38_HUMAN",28.2874174478153,"H197"
"sp|P63173|RL38_HUMAN",26.4415289581982,"H446"
"sp|P63173|RL38_HUMAN",27.3346373779486,"H446"
"sp|P63173|RL38_HUMAN",27.0533524991062,"H446"
"sp|P63173|RL38_HUMAN",28.084425497008,"H69"
"sp|P63173|RL38_HUMAN",27.9030707658088,"H69"
"sp|P63173|RL38_HUMAN",27.7719827089488,"H69"
"sp|P63208|SKP1_HUMAN",26.9599493822347,"A549"
"sp|P63208|SKP1_HUMAN",26.4447288359914,"A549"
"sp|P63208|SKP1_HUMAN",27.1155706687407,"A549"
"sp|P63208|SKP1_HUMAN",26.7394756571271,"H197"
"sp|P63208|SKP1_HUMAN",27.2057102681917,"H197"
"sp|P63208|SKP1_HUMAN",27.1366766496499,"H197"
"sp|P63208|SKP1_HUMAN",26.543606790399,"H446"
"sp|P63208|SKP1_HUMAN",26.3222161964763,"H446"
"sp|P63208|SKP1_HUMAN",27.1494385971376,"H446"
"sp|P63208|SKP1_HUMAN",27.4072549760925,"H69"
"sp|P63208|SKP1_HUMAN",27.1163671332805,"H69"
"sp|P63208|SKP1_HUMAN",27.165710801354,"H69"
"sp|P63218|GBG5_HUMAN",26.2382862394642,"A549"
"sp|P63218|GBG5_HUMAN",26.7901670748399,"H197"
"sp|P63218|GBG5_HUMAN",28.4233166869903,"H197"
"sp|P63218|GBG5_HUMAN",27.1869022789907,"H197"
"sp|P63218|GBG5_HUMAN",25.9986110568885,"H446"
"sp|P63218|GBG5_HUMAN",27.5931251225021,"H446"
"sp|P63218|GBG5_HUMAN",27.6622712649825,"H446"
"sp|P63220|RS21_HUMAN",27.9794957428323,"A549"
"sp|P63220|RS21_HUMAN",28.2191649427423,"A549"
"sp|P63220|RS21_HUMAN",28.0237147306281,"A549"
"sp|P63220|RS21_HUMAN",28.1213075822165,"H197"
"sp|P63220|RS21_HUMAN",27.9862568760955,"H197"
"sp|P63220|RS21_HUMAN",27.8656318062496,"H197"
"sp|P63220|RS21_HUMAN",27.0000523588552,"H446"
"sp|P63220|RS21_HUMAN",27.4889538977962,"H446"
"sp|P63220|RS21_HUMAN",27.5338687799245,"H446"
"sp|P63220|RS21_HUMAN",27.2639057762415,"H69"
"sp|P63220|RS21_HUMAN",27.2342163797582,"H69"
"sp|P63220|RS21_HUMAN",26.916089368953,"H69"
"sp|P63241|IF5A1_HUMAN",27.9242818584867,"A549"
"sp|P63241|IF5A1_HUMAN",28.0523159302501,"A549"
"sp|P63241|IF5A1_HUMAN",28.0319515829934,"A549"
"sp|P63241|IF5A1_HUMAN",28.221625664438,"H197"
"sp|P63241|IF5A1_HUMAN",28.2492306425554,"H197"
"sp|P63241|IF5A1_HUMAN",28.0823502886411,"H197"
"sp|P63241|IF5A1_HUMAN",27.5712864694563,"H446"
"sp|P63241|IF5A1_HUMAN",28.0562167755669,"H446"
"sp|P63241|IF5A1_HUMAN",27.8886848087122,"H446"
"sp|P63241|IF5A1_HUMAN",26.8039417043384,"H69"
"sp|P63241|IF5A1_HUMAN",26.7520803875715,"H69"
"sp|P63241|IF5A1_HUMAN",26.5905225417053,"H69"
"sp|P63244|RACK1_HUMAN",29.3052290561872,"A549"
"sp|P63244|RACK1_HUMAN",29.3220550141323,"A549"
"sp|P63244|RACK1_HUMAN",29.4823205844219,"A549"
"sp|P63244|RACK1_HUMAN",29.3235517770609,"H197"
"sp|P63244|RACK1_HUMAN",29.2269260651343,"H197"
"sp|P63244|RACK1_HUMAN",29.0893997122626,"H197"
"sp|P63244|RACK1_HUMAN",28.1561814989686,"H446"
"sp|P63244|RACK1_HUMAN",28.5474086136211,"H446"
"sp|P63244|RACK1_HUMAN",28.7863768210851,"H446"
"sp|P63244|RACK1_HUMAN",29.233198065111,"H69"
"sp|P63244|RACK1_HUMAN",29.0122640100603,"H69"
"sp|P63244|RACK1_HUMAN",28.7946074571185,"H69"
"sp|P63261|ACTG_HUMAN",29.2152326344946,"A549"
"sp|P63261|ACTG_HUMAN",29.3735137466737,"A549"
"sp|P63261|ACTG_HUMAN",29.4382440970889,"A549"
"sp|P63261|ACTG_HUMAN",29.5901744032883,"H197"
"sp|P63261|ACTG_HUMAN",29.4414196219567,"H197"
"sp|P63261|ACTG_HUMAN",29.4142662864782,"H197"
"sp|P63261|ACTG_HUMAN",28.657376821957,"H446"
"sp|P63261|ACTG_HUMAN",28.815611707645,"H446"
"sp|P63261|ACTG_HUMAN",29.0585916416937,"H446"
"sp|P63261|ACTG_HUMAN",28.895004583084,"H69"
"sp|P63261|ACTG_HUMAN",29.0398292332369,"H69"
"sp|P63261|ACTG_HUMAN",28.6745722485021,"H69"
"sp|P63272|SPT4H_HUMAN",27.1199966544814,"A549"
"sp|P63272|SPT4H_HUMAN",27.0616709367842,"A549"
"sp|P63272|SPT4H_HUMAN",26.9984239208824,"A549"
"sp|P63272|SPT4H_HUMAN",27.5415580561774,"H69"
"sp|P63272|SPT4H_HUMAN",25.7765057550399,"H69"
"sp|P63313|TYB10_HUMAN",28.4600215945666,"A549"
"sp|P63313|TYB10_HUMAN",28.5213398695735,"A549"
"sp|P63313|TYB10_HUMAN",28.5052259857222,"A549"
"sp|P63313|TYB10_HUMAN",28.7515636751412,"H197"
"sp|P63313|TYB10_HUMAN",28.5221676705804,"H197"
"sp|P63313|TYB10_HUMAN",28.4468628549788,"H197"
"sp|P63313|TYB10_HUMAN",27.5838887844479,"H446"
"sp|P63313|TYB10_HUMAN",28.0064371744612,"H446"
"sp|P63313|TYB10_HUMAN",28.2647945921624,"H446"
"sp|P63313|TYB10_HUMAN",27.2006660818018,"H69"
"sp|P63313|TYB10_HUMAN",27.1057492678791,"H69"
"sp|P63313|TYB10_HUMAN",26.7016227110602,"H69"
"sp|P67775|PP2AA_HUMAN",28.5042276045364,"A549"
"sp|P67775|PP2AA_HUMAN",28.1064834715124,"A549"
"sp|P67775|PP2AA_HUMAN",28.5893025842048,"H197"
"sp|P67775|PP2AA_HUMAN",28.1285147101435,"H197"
"sp|P67775|PP2AA_HUMAN",28.8389502450319,"H446"
"sp|P67775|PP2AA_HUMAN",28.8259126735388,"H446"
"sp|P67775|PP2AA_HUMAN",29.1069429772713,"H69"
"sp|P67775|PP2AA_HUMAN",28.5842819550496,"H69"
"sp|P67809|YBOX1_HUMAN",27.563347430649,"A549"
"sp|P67809|YBOX1_HUMAN",27.9410027140886,"A549"
"sp|P67809|YBOX1_HUMAN",27.7846928141845,"A549"
"sp|P67809|YBOX1_HUMAN",27.8973129929626,"H197"
"sp|P67809|YBOX1_HUMAN",27.978321977135,"H197"
"sp|P67809|YBOX1_HUMAN",28.0062910129981,"H197"
"sp|P67809|YBOX1_HUMAN",27.2208043299222,"H446"
"sp|P67809|YBOX1_HUMAN",27.4851909962981,"H446"
"sp|P67809|YBOX1_HUMAN",27.9391559107803,"H446"
"sp|P67809|YBOX1_HUMAN",27.6541655907,"H69"
"sp|P67809|YBOX1_HUMAN",27.646572047446,"H69"
"sp|P67809|YBOX1_HUMAN",27.2458748743439,"H69"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",26.4297538341253,"A549"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",26.9295143959308,"A549"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",26.2312991427141,"A549"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",25.9875985834286,"H197"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",25.9988718051614,"H197"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",26.1525644358086,"H197"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",25.2075302220729,"H446"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",25.3977055013087,"H446"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",25.2085364055228,"H446"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",25.9540241736795,"H69"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",26.0008672682736,"H69"
"sp|P67812-3|SC11A_HUMAN;sp|P67812-4|SC11A_HUMAN;sp|P67812|SC11A_HUMAN",25.4587096418073,"H69"
"sp|P67870|CSK2B_HUMAN",26.6117758325303,"A549"
"sp|P67870|CSK2B_HUMAN",26.3151293923401,"A549"
"sp|P67870|CSK2B_HUMAN",26.339193600587,"A549"
"sp|P67870|CSK2B_HUMAN",26.1800288931593,"H197"
"sp|P67870|CSK2B_HUMAN",26.455133914867,"H197"
"sp|P67870|CSK2B_HUMAN",25.7755423314228,"H197"
"sp|P67870|CSK2B_HUMAN",27.3794371213123,"H446"
"sp|P67870|CSK2B_HUMAN",26.5653452728251,"H446"
"sp|P67870|CSK2B_HUMAN",27.5221927311878,"H446"
"sp|P67870|CSK2B_HUMAN",27.2750101397954,"H69"
"sp|P67870|CSK2B_HUMAN",27.569457139783,"H69"
"sp|P67870|CSK2B_HUMAN",27.1143406046986,"H69"
"sp|P67936-2|TPM4_HUMAN",27.5872290224498,"H197"
"sp|P67936-2|TPM4_HUMAN",27.0256288142893,"H197"
"sp|P67936-2|TPM4_HUMAN",27.3879607251068,"H197"
"sp|P67936-2|TPM4_HUMAN",26.7303052955794,"H69"
"sp|P67936|TPM4_HUMAN",27.580631497243,"A549"
"sp|P67936|TPM4_HUMAN",27.807733558891,"A549"
"sp|P67936|TPM4_HUMAN",27.6940917524839,"A549"
"sp|P67936|TPM4_HUMAN",28.4054742063669,"H197"
"sp|P67936|TPM4_HUMAN",28.3448567697388,"H197"
"sp|P67936|TPM4_HUMAN",28.0410630967559,"H197"
"sp|P67936|TPM4_HUMAN",27.1027558120976,"H446"
"sp|P67936|TPM4_HUMAN",27.5922508555512,"H446"
"sp|P67936|TPM4_HUMAN",27.5693744960445,"H446"
"sp|P67936|TPM4_HUMAN",26.2539101632178,"H69"
"sp|P67936|TPM4_HUMAN",25.8748249452617,"H69"
"sp|P67936|TPM4_HUMAN",26.0240513811613,"H69"
"sp|P68032|ACTC_HUMAN",27.2224171110018,"A549"
"sp|P68032|ACTC_HUMAN",27.190612796847,"A549"
"sp|P68032|ACTC_HUMAN",27.4397747231401,"A549"
"sp|P68032|ACTC_HUMAN",27.5493105300745,"H197"
"sp|P68032|ACTC_HUMAN",27.6031058288534,"H197"
"sp|P68032|ACTC_HUMAN",27.7095159760114,"H197"
"sp|P68032|ACTC_HUMAN",26.3193916474728,"H446"
"sp|P68032|ACTC_HUMAN",26.250201268595,"H446"
"sp|P68032|ACTC_HUMAN",25.7337322342931,"H446"
"sp|P68032|ACTC_HUMAN",25.5491244716225,"H69"
"sp|P68032|ACTC_HUMAN",26.0699238131054,"H69"
"sp|P68032|ACTC_HUMAN",26.5279127846616,"H69"
"sp|P68036-3|UB2L3_HUMAN",27.0886674536324,"A549"
"sp|P68036-3|UB2L3_HUMAN",27.2040823837863,"A549"
"sp|P68036-3|UB2L3_HUMAN",27.0668060833949,"A549"
"sp|P68036-3|UB2L3_HUMAN",27.8928297662142,"H197"
"sp|P68036-3|UB2L3_HUMAN",27.756599073253,"H197"
"sp|P68036-3|UB2L3_HUMAN",27.5116521076805,"H197"
"sp|P68036-3|UB2L3_HUMAN",27.0406603161496,"H446"
"sp|P68036-3|UB2L3_HUMAN",27.5074745110567,"H446"
"sp|P68036-3|UB2L3_HUMAN",27.2859380814794,"H446"
"sp|P68036-3|UB2L3_HUMAN",27.5742471603029,"H69"
"sp|P68036-3|UB2L3_HUMAN",27.48010048611,"H69"
"sp|P68036-3|UB2L3_HUMAN",27.2574088690116,"H69"
"sp|P68104|EF1A1_HUMAN",28.0672577000605,"A549"
"sp|P68104|EF1A1_HUMAN",28.5123616160986,"A549"
"sp|P68104|EF1A1_HUMAN",28.4579382793081,"A549"
"sp|P68104|EF1A1_HUMAN",28.6019673332093,"H197"
"sp|P68104|EF1A1_HUMAN",28.636056486728,"H197"
"sp|P68104|EF1A1_HUMAN",28.5836237332515,"H197"
"sp|P68104|EF1A1_HUMAN",27.7262277699481,"H446"
"sp|P68104|EF1A1_HUMAN",27.9793012886674,"H446"
"sp|P68104|EF1A1_HUMAN",28.0728810167941,"H446"
"sp|P68104|EF1A1_HUMAN",28.9602302895365,"H69"
"sp|P68104|EF1A1_HUMAN",28.7680603330814,"H69"
"sp|P68104|EF1A1_HUMAN",28.7510769974787,"H69"
"sp|P68366|TBA4A_HUMAN",28.1874515844108,"A549"
"sp|P68366|TBA4A_HUMAN",27.9026341418806,"A549"
"sp|P68366|TBA4A_HUMAN",28.1499828188383,"A549"
"sp|P68366|TBA4A_HUMAN",28.0953239134238,"H197"
"sp|P68366|TBA4A_HUMAN",28.1800956693229,"H197"
"sp|P68366|TBA4A_HUMAN",28.0406920716977,"H197"
"sp|P68366|TBA4A_HUMAN",27.8224986279806,"H446"
"sp|P68366|TBA4A_HUMAN",28.2479242132912,"H446"
"sp|P68366|TBA4A_HUMAN",28.3122043474255,"H446"
"sp|P68366|TBA4A_HUMAN",27.8956156911769,"H69"
"sp|P68366|TBA4A_HUMAN",27.6791114384098,"H69"
"sp|P68366|TBA4A_HUMAN",27.7103856048681,"H69"
"sp|P68371|TBB4B_HUMAN",28.5048024057108,"A549"
"sp|P68371|TBB4B_HUMAN",28.1455764040212,"A549"
"sp|P68371|TBB4B_HUMAN",28.3718963599396,"A549"
"sp|P68371|TBB4B_HUMAN",29.4852767629181,"H197"
"sp|P68371|TBB4B_HUMAN",29.0697500752367,"H197"
"sp|P68371|TBB4B_HUMAN",28.4598874421892,"H197"
"sp|P68371|TBB4B_HUMAN",27.8881448067534,"H446"
"sp|P68371|TBB4B_HUMAN",28.2010523789773,"H446"
"sp|P68371|TBB4B_HUMAN",28.2402586962772,"H446"
"sp|P68371|TBB4B_HUMAN",28.8949894188511,"H69"
"sp|P68371|TBB4B_HUMAN",28.687300842818,"H69"
