"Protein","LogIntensities","GROUP"
"sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN",26.8969250464763,"H446"
"sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN",27.8023240637089,"H69"
"sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN",27.6030086651965,"H69"
"sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN",27.2506369498283,"H69"
"sp|A0AVT1|UBA6_HUMAN",25.0631532390325,"A549"
"sp|A0AVT1|UBA6_HUMAN",25.7477861314319,"A549"
"sp|A0AVT1|UBA6_HUMAN",25.395933196512,"A549"
"sp|A0AVT1|UBA6_HUMAN",27.2882733248247,"H197"
"sp|A0AVT1|UBA6_HUMAN",26.8749552815173,"H197"
"sp|A0AVT1|UBA6_HUMAN",26.8057047829265,"H197"
"sp|A0AVT1|UBA6_HUMAN",26.0616865726508,"H446"
"sp|A0AVT1|UBA6_HUMAN",26.3590572979752,"H446"
"sp|A0AVT1|UBA6_HUMAN",25.935352656456,"H446"
"sp|A0AVT1|UBA6_HUMAN",25.082342886454,"H69"
"sp|A0AVT1|UBA6_HUMAN",24.970048724611,"H69"
"sp|A0AVT1|UBA6_HUMAN",24.6477135727317,"H69"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",25.4958386039011,"A549"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",26.7915249934669,"A549"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",26.6758030641526,"A549"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",27.3044487858339,"H197"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",27.6466720047807,"H197"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",27.1620506680003,"H197"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",26.6323390629751,"H446"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",26.2079075137726,"H446"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",25.8624796016942,"H69"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",26.9157200693242,"H69"
"sp|A0FGR8-2|ESYT2_HUMAN;sp|A0FGR8|ESYT2_HUMAN",27.1850381174975,"H69"
"sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN",26.6308272321306,"A549"
"sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN",26.8591958347135,"A549"
"sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN",27.8316444996657,"H197"
"sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN",27.7973605579809,"H197"
"sp|A0JLT2-2|MED19_HUMAN;sp|A0JLT2|MED19_HUMAN",27.2581532874263,"H69"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",26.9261162540461,"A549"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",26.6730889106818,"A549"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",26.0864646018853,"A549"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",25.5447063304091,"H197"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",25.572007364667,"H197"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",24.8059008347921,"H197"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",25.0322221484218,"H446"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",25.4670758172175,"H446"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",26.5621530311888,"H69"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",25.4618171617649,"H69"
"sp|A0MZ66-3|SHOT1_HUMAN;sp|A0MZ66|SHOT1_HUMAN",26.0413449960731,"H69"
"sp|A1L0T0|HACL2_HUMAN",26.9068184772756,"A549"
"sp|A1L0T0|HACL2_HUMAN",26.7885670497793,"A549"
"sp|A1L0T0|HACL2_HUMAN",26.2050876556694,"A549"
"sp|A1L0T0|HACL2_HUMAN",26.1467012666352,"H197"
"sp|A1L0T0|HACL2_HUMAN",26.0725248589065,"H197"
"sp|A1L0T0|HACL2_HUMAN",26.4546561879226,"H197"
"sp|A1L0T0|HACL2_HUMAN",27.1848129501443,"H446"
"sp|A1L0T0|HACL2_HUMAN",26.4149875997626,"H446"
"sp|A1L0T0|HACL2_HUMAN",26.9554213552036,"H446"
"sp|A1L0T0|HACL2_HUMAN",26.7928820324393,"H69"
"sp|A1L0T0|HACL2_HUMAN",27.1938744033902,"H69"
"sp|A1L0T0|HACL2_HUMAN",27.255236976484,"H69"
"sp|A1X283|SPD2B_HUMAN",25.3262764378939,"A549"
"sp|A1X283|SPD2B_HUMAN",25.3773645846417,"A549"
"sp|A1X283|SPD2B_HUMAN",25.2672134415173,"A549"
"sp|A1X283|SPD2B_HUMAN",25.1319281443182,"H197"
"sp|A1X283|SPD2B_HUMAN",25.1390483064429,"H197"
"sp|A1X283|SPD2B_HUMAN",25.0139493821669,"H197"
"sp|A1X283|SPD2B_HUMAN",26.721339537475,"H446"
"sp|A1X283|SPD2B_HUMAN",27.3130400001395,"H446"
"sp|A1X283|SPD2B_HUMAN",26.9582460888074,"H446"
"sp|A5A3E0|POTEF_HUMAN",25.9769504373864,"H197"
"sp|A5A3E0|POTEF_HUMAN",27.9061157278108,"H197"
"sp|A5A3E0|POTEF_HUMAN",25.119364178982,"H446"
"sp|A5YKK6-2|CNOT1_HUMAN",24.4033804247194,"A549"
"sp|A5YKK6-2|CNOT1_HUMAN",24.5011388633783,"A549"
"sp|A5YKK6-2|CNOT1_HUMAN",25.8461305489182,"A549"
"sp|A5YKK6-2|CNOT1_HUMAN",24.582700063558,"H197"
"sp|A5YKK6-2|CNOT1_HUMAN",24.161810407993,"H197"
"sp|A5YKK6-2|CNOT1_HUMAN",24.7928174248724,"H446"
"sp|A5YKK6-2|CNOT1_HUMAN",23.4905978460316,"H446"
"sp|A5YKK6-2|CNOT1_HUMAN",24.150753094133,"H446"
"sp|A5YKK6-2|CNOT1_HUMAN",25.3507434282807,"H69"
"sp|A5YKK6-2|CNOT1_HUMAN",24.4038547876051,"H69"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",26.5802585159435,"A549"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",26.3357260382107,"A549"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",26.7081033041471,"A549"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",26.5344844023603,"H197"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",26.7100828161469,"H197"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",26.7878432300636,"H197"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",27.3030687660661,"H446"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",26.9631109959705,"H446"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",27.2013942138845,"H446"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",27.6919065966825,"H69"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",27.2774287881695,"H69"
"sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN",27.1028649883122,"H69"
"sp|A6NDG6|PGP_HUMAN",25.6938346945834,"A549"
"sp|A6NDG6|PGP_HUMAN",25.9925230311855,"A549"
"sp|A6NDG6|PGP_HUMAN",26.2537125322228,"A549"
"sp|A6NDG6|PGP_HUMAN",26.8088216250089,"H197"
"sp|A6NDG6|PGP_HUMAN",26.9715032420144,"H197"
"sp|A6NDG6|PGP_HUMAN",26.9240792261251,"H197"
"sp|A6NDG6|PGP_HUMAN",25.1657244767873,"H446"
"sp|A6NDG6|PGP_HUMAN",24.4741394813286,"H446"
"sp|A6NDG6|PGP_HUMAN",26.0740189947499,"H69"
"sp|A6NDG6|PGP_HUMAN",26.3981433221263,"H69"
"sp|A6NDG6|PGP_HUMAN",25.555193751843,"H69"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",27.423518793947,"A549"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",27.6369779813055,"A549"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",27.3116106084169,"A549"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",28.1532863531995,"H197"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",27.8682385272141,"H197"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",28.0550830260779,"H197"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",27.8761641649107,"H446"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",28.1311239339967,"H446"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",28.4828323043999,"H446"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",27.3921310641182,"H69"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",27.6424778605589,"H69"
"sp|A6NHG4|DDTL_HUMAN;sp|P30046-2|DOPD_HUMAN",27.6792081219438,"H69"
"sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN",26.8667400319803,"A549"
"sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN",27.0128203078775,"H197"
"sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN",27.5124925524866,"H197"
"sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN",26.9116110302525,"H446"
"sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN",27.6247212348527,"H446"
"sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN",27.4572367067862,"H446"
"sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN",28.4014179818373,"H69"
"sp|A6NHL2-2|TBAL3_HUMAN;sp|A6NHL2|TBAL3_HUMAN",27.5904118488934,"H69"
"sp|A6NHQ2|FBLL1_HUMAN",28.4073042591954,"A549"
"sp|A6NHQ2|FBLL1_HUMAN",28.6326165134662,"A549"
"sp|A6NHQ2|FBLL1_HUMAN",28.7630586966854,"A549"
"sp|A6NHQ2|FBLL1_HUMAN",28.4392139420111,"H197"
"sp|A6NHQ2|FBLL1_HUMAN",28.3333938821633,"H197"
"sp|A6NHQ2|FBLL1_HUMAN",29.3068350164814,"H446"
"sp|A6NHQ2|FBLL1_HUMAN",29.8668113277384,"H446"
"sp|A6NHQ2|FBLL1_HUMAN",29.7925686131803,"H446"
"sp|A6NHQ2|FBLL1_HUMAN",29.5084531959516,"H69"
"sp|A6NHQ2|FBLL1_HUMAN",29.5215540936994,"H69"
"sp|A6NHQ2|FBLL1_HUMAN",29.1026953010259,"H69"
"sp|A6NHR9|SMHD1_HUMAN",24.2075750649092,"A549"
"sp|A6NHR9|SMHD1_HUMAN",24.2247858986269,"A549"
"sp|A6NHR9|SMHD1_HUMAN",24.8265011249255,"A549"
"sp|A6NHR9|SMHD1_HUMAN",24.57402638216,"H197"
"sp|A6NHR9|SMHD1_HUMAN",24.9477118008875,"H197"
"sp|A6NHR9|SMHD1_HUMAN",24.6748833460219,"H197"
"sp|A6NHR9|SMHD1_HUMAN",26.0224881180213,"H446"
"sp|A6NHR9|SMHD1_HUMAN",25.9422889970638,"H446"
"sp|A6NHR9|SMHD1_HUMAN",25.9432831766078,"H446"
"sp|A6NHR9|SMHD1_HUMAN",27.2735563957603,"H69"
"sp|A6NHR9|SMHD1_HUMAN",27.3114745921948,"H69"
"sp|A6NHR9|SMHD1_HUMAN",27.1986220315908,"H69"
"sp|A6NIU2|CU037_HUMAN",29.9717172896882,"H446"
"sp|A6NIU2|CU037_HUMAN",30.1125118931986,"H446"
"sp|A6NIU2|CU037_HUMAN",30.6171407557427,"H446"
"sp|A6ZKI3|RTL8C_HUMAN",25.5718822264944,"H197"
"sp|A6ZKI3|RTL8C_HUMAN",26.9378080540764,"H446"
"sp|A6ZKI3|RTL8C_HUMAN",25.9217115079295,"H446"
"sp|A6ZKI3|RTL8C_HUMAN",26.127828179809,"H446"
"sp|A6ZKI3|RTL8C_HUMAN",27.1590211566319,"H69"
"sp|A6ZKI3|RTL8C_HUMAN",26.9729518624867,"H69"
"sp|A6ZKI3|RTL8C_HUMAN",27.0658965725293,"H69"
"sp|A8MPS7|YDJC_HUMAN",25.9712480893689,"A549"
"sp|A8MPS7|YDJC_HUMAN",26.575837730285,"H197"
"sp|A8MPS7|YDJC_HUMAN",27.3906881100295,"H446"
"sp|A8MPS7|YDJC_HUMAN",28.5041700091029,"H69"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.1093804482843,"A549"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.4723814033681,"A549"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.3743218236002,"A549"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.0134645875684,"H197"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.2382729368359,"H197"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.0378297131721,"H197"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.6642056252927,"H446"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.9929238848437,"H446"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",29.0501231999813,"H446"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",29.0251270663846,"H69"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.9360643289736,"H69"
"sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN",28.5193653858196,"H69"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",28.266170511273,"A549"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",28.4874527967246,"A549"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",28.3427841113558,"A549"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",28.3536503598308,"H197"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",28.2559096869763,"H197"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",27.9796508030684,"H197"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",29.1354131138316,"H446"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",29.7117821761745,"H446"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",29.812031175344,"H446"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",29.5964694160619,"H69"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",29.6464920234643,"H69"
"sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P0DMR1|HNRC4_HUMAN",29.2346197800954,"H69"
"sp|C9JLW8|MCRI1_HUMAN",27.2519369209659,"A549"
"sp|C9JLW8|MCRI1_HUMAN",26.7256076119916,"A549"
"sp|C9JLW8|MCRI1_HUMAN",27.5816361955929,"H197"
"sp|C9JLW8|MCRI1_HUMAN",27.5269004153386,"H197"
"sp|E9PAV3|NACAM_HUMAN",28.9801429784115,"A549"
"sp|E9PAV3|NACAM_HUMAN",28.2348769196302,"H197"
"sp|E9PAV3|NACAM_HUMAN",27.3295597433927,"H197"
"sp|E9PAV3|NACAM_HUMAN",25.0990243744417,"H69"
"sp|E9PRG8|CK098_HUMAN",26.7329367564279,"A549"
"sp|E9PRG8|CK098_HUMAN",27.4733638207231,"A549"
"sp|E9PRG8|CK098_HUMAN",27.2463978149593,"A549"
"sp|E9PRG8|CK098_HUMAN",27.0462229315354,"H197"
"sp|E9PRG8|CK098_HUMAN",26.8364375725893,"H197"
"sp|E9PRG8|CK098_HUMAN",26.7700731602322,"H197"
"sp|E9PRG8|CK098_HUMAN",26.5917049465165,"H446"
"sp|E9PRG8|CK098_HUMAN",27.3364964986613,"H69"
"sp|E9PRG8|CK098_HUMAN",27.3681453319066,"H69"
"sp|E9PRG8|CK098_HUMAN",27.1812308997368,"H69"
"sp|G2XKQ0|SUMO5_HUMAN",27.8126075266799,"H197"
"sp|G2XKQ0|SUMO5_HUMAN",27.9968886401711,"H197"
"sp|G2XKQ0|SUMO5_HUMAN",27.229810373083,"H69"
"sp|L0R6Q1|S35U4_HUMAN",25.8869056050445,"A549"
"sp|L0R6Q1|S35U4_HUMAN",26.2183358785153,"A549"
"sp|L0R6Q1|S35U4_HUMAN",26.531143258629,"A549"
"sp|L0R6Q1|S35U4_HUMAN",25.896658214325,"H197"
"sp|L0R6Q1|S35U4_HUMAN",26.5877250919019,"H69"
"sp|L0R6Q1|S35U4_HUMAN",27.3082424204315,"H69"
"sp|L0R6Q1|S35U4_HUMAN",26.8208649913793,"H69"
"sp|L0R8F8|MIDUO_HUMAN",26.542991051253,"H197"
"sp|L0R8F8|MIDUO_HUMAN",29.4948601301415,"H197"
"sp|L0R8F8|MIDUO_HUMAN",26.590449107809,"H197"
"sp|L0R8F8|MIDUO_HUMAN",26.4482707585297,"H446"
"sp|L0R8F8|MIDUO_HUMAN",26.0744096395735,"H446"
"sp|L0R8F8|MIDUO_HUMAN",26.7539894514267,"H69"
"sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN",26.675161562461,"H446"
"sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN",26.6197267151228,"H446"
"sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN",26.3092382322728,"H446"
"sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN",26.4589007322914,"H69"
"sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN",26.6112896116771,"H69"
"sp|O00115-2|DNS2A_HUMAN;sp|O00115|DNS2A_HUMAN",26.044429831647,"H69"
"sp|O00116|ADAS_HUMAN",26.9792806769731,"A549"
"sp|O00116|ADAS_HUMAN",27.1648430532647,"A549"
"sp|O00116|ADAS_HUMAN",27.2158359047347,"A549"
"sp|O00116|ADAS_HUMAN",27.0606982418231,"H197"
"sp|O00116|ADAS_HUMAN",26.808997524872,"H197"
"sp|O00116|ADAS_HUMAN",26.2874229404025,"H197"
"sp|O00116|ADAS_HUMAN",27.3135503217326,"H446"
"sp|O00116|ADAS_HUMAN",26.9801018743391,"H446"
"sp|O00116|ADAS_HUMAN",27.1176236362082,"H446"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",24.9356190099364,"A549"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",24.7455207707763,"A549"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",25.7173520906646,"A549"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",24.5359553066247,"H197"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",25.0071267157539,"H197"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",26.5321500876816,"H446"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",26.6701680500894,"H446"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",26.8466898189957,"H446"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",27.0673244342375,"H69"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",27.0133271743441,"H69"
"sp|O00139-1|KIF2A_HUMAN;sp|O00139-4|KIF2A_HUMAN;sp|O00139-5|KIF2A_HUMAN;sp|O00139|KIF2A_HUMAN",27.1689287152923,"H69"
"sp|O00148|DX39A_HUMAN",26.5808075620776,"A549"
"sp|O00148|DX39A_HUMAN",26.7061887163457,"A549"
"sp|O00148|DX39A_HUMAN",26.4313086281335,"A549"
"sp|O00148|DX39A_HUMAN",26.6628841451722,"H197"
"sp|O00148|DX39A_HUMAN",26.6022359086678,"H197"
"sp|O00148|DX39A_HUMAN",26.3714833548558,"H197"
"sp|O00148|DX39A_HUMAN",27.048738448784,"H446"
"sp|O00148|DX39A_HUMAN",27.2930324710034,"H446"
"sp|O00148|DX39A_HUMAN",27.4094457587108,"H446"
"sp|O00148|DX39A_HUMAN",28.1718356298611,"H69"
"sp|O00148|DX39A_HUMAN",27.7937145319354,"H69"
"sp|O00148|DX39A_HUMAN",27.8157834067391,"H69"
"sp|O00151|PDLI1_HUMAN",27.4913505737306,"A549"
"sp|O00151|PDLI1_HUMAN",27.6272529840641,"A549"
"sp|O00151|PDLI1_HUMAN",27.5623421070188,"A549"
"sp|O00151|PDLI1_HUMAN",27.9817385111269,"H197"
"sp|O00151|PDLI1_HUMAN",27.8598565661528,"H197"
"sp|O00151|PDLI1_HUMAN",27.8146243662892,"H197"
"sp|O00151|PDLI1_HUMAN",26.7026509772424,"H446"
"sp|O00151|PDLI1_HUMAN",26.7149601435121,"H446"
"sp|O00151|PDLI1_HUMAN",26.7587967982987,"H446"
"sp|O00151|PDLI1_HUMAN",25.71431277019,"H69"
"sp|O00151|PDLI1_HUMAN",25.7566354545244,"H69"
"sp|O00151|PDLI1_HUMAN",25.4735133908828,"H69"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",27.1874932164198,"A549"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",26.6662879351626,"A549"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",26.9664980455451,"A549"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",26.1707728085299,"H197"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",27.8303637097682,"H446"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",28.1582027433813,"H446"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",28.3621025349264,"H446"
"sp|O00154-2|BACH_HUMAN;sp|O00154-3|BACH_HUMAN",26.5904771738313,"H69"
