Gene.ID	g4_g3	g2_g1
ENSG00000136205	41	54
ENSG00000136267	63	61
ENSG00000136270	82	81
ENSG00000136319	88	14
ENSG00000136450	28	84
ENSG00000136478	94	82
ENSG00000136521	2	47
ENSG00000136527	0	17
ENSG00000136541	51	97
ENSG00000136628	63	58
ENSG00000136631	79	8
ENSG00000136717	6	9
ENSG00000136731	1	34
ENSG00000136738	71	74
ENSG00000136783	29	27
ENSG00000136802	9	82
ENSG00000136810	59	96
ENSG00000136827	69	90
ENSG00000136830	84	57
ENSG00000136842	69	40
ENSG00000136854	40	37
ENSG00000136888	40	47
ENSG00000136950	63	91
ENSG00000137055	71	43
ENSG00000137076	23	21
ENSG00000137100	33	8
ENSG00000137106	12	71
ENSG00000137168	40	67
ENSG00000137274	94	5
ENSG00000137409	48	92
ENSG00000137486	88	90
ENSG00000137497	15	69
ENSG00000137509	21	65
ENSG00000137563	80	66
ENSG00000137575	47	24
ENSG00000137710	65	93
ENSG00000137824	18	58
ENSG00000137825	3	76
ENSG00000137845	22	84
ENSG00000137942	54	16
ENSG00000137944	46	3
ENSG00000137955	35	9
ENSG00000137992	26	71
ENSG00000137996	79	67
ENSG00000138029	46	23
ENSG00000138032	31	45
ENSG00000138035	97	67
ENSG00000138071	26	0
ENSG00000138073	65	84
ENSG00000138078	7	12
ENSG00000138095	5	54
ENSG00000138175	90	20
ENSG00000138246	53	54
ENSG00000138279	28	52
ENSG00000138363	43	28
ENSG00000138385	41	98
ENSG00000138411	86	52
ENSG00000138413	65	88
ENSG00000138430	3	7
ENSG00000138434	41	57
ENSG00000138443	18	80
ENSG00000138594	76	45
ENSG00000138663	69	18
ENSG00000138674	3	10
ENSG00000138698	48	40
ENSG00000138750	75	36
ENSG00000138758	45	28
ENSG00000138760	29	95
ENSG00000138768	25	17
ENSG00000138772	56	95
ENSG00000138777	66	77
ENSG00000138796	15	81
ENSG00000138802	99	81
ENSG00000138814	83	72
ENSG00000138834	32	15
ENSG00000139131	35	27
ENSG00000139180	65	56
ENSG00000139220	72	68
ENSG00000139410	71	9
ENSG00000139428	48	91
ENSG00000139433	62	98
ENSG00000139641	67	76
ENSG00000139722	52	28
ENSG00000139910	97	46
ENSG00000139970	28	20
ENSG00000140043	13	7
ENSG00000140105	87	70
ENSG00000140365	85	65
ENSG00000140416	87	85
ENSG00000140474	39	63
ENSG00000140538	45	48
ENSG00000140545	70	99
ENSG00000140553	52	69
ENSG00000140600	37	43
ENSG00000140688	12	74
ENSG00000140718	82	37
ENSG00000140740	43	70
ENSG00000140848	75	42
ENSG00000140854	11	73
ENSG00000140990	39	12
ENSG00000140992	51	58
ENSG00000141279	26	24
ENSG00000141367	16	68
ENSG00000141376	29	58
ENSG00000141385	67	26
ENSG00000141425	49	50
ENSG00000141447	98	4
ENSG00000141458	22	29
ENSG00000141560	89	21
ENSG00000141564	14	53
ENSG00000141959	32	9
ENSG00000141985	90	97
ENSG00000142186	23	36
ENSG00000142192	12	92
ENSG00000142235	69	91
ENSG00000142453	9	69
ENSG00000142634	57	49
ENSG00000142655	78	15
ENSG00000142657	0	45
ENSG00000142676	10	45
ENSG00000142910	43	69
ENSG00000142937	46	96
ENSG00000142949	7	87
ENSG00000143149	5	52
ENSG00000143153	34	39
ENSG00000143222	62	28
ENSG00000143353	46	13
ENSG00000143363	57	16
ENSG00000143376	74	37
ENSG00000143409	31	85
ENSG00000143416	57	7
ENSG00000143549	89	90
ENSG00000143569	95	27
ENSG00000143575	42	93
ENSG00000143621	41	11
ENSG00000143653	67	58
ENSG00000143727	59	84
ENSG00000143772	38	32
ENSG00000143776	50	99
ENSG00000143799	32	34
ENSG00000143819	67	25
ENSG00000143850	4	53
ENSG00000143858	60	4
ENSG00000143870	63	53
ENSG00000143977	93	25
ENSG00000144028	95	40
ENSG00000144036	37	2
ENSG00000144040	59	70
ENSG00000144306	99	45
ENSG00000144320	9	88
ENSG00000144369	58	55
ENSG00000144381	45	36
ENSG00000144566	39	4
ENSG00000144619	72	87
ENSG00000144647	6	75
ENSG00000144674	48	37
ENSG00000144711	36	37
ENSG00000144744	19	1
ENSG00000144746	82	28
ENSG00000144827	34	72
ENSG00000144834	16	48
ENSG00000144847	82	72
ENSG00000144848	88	79
ENSG00000144908	8	12
ENSG00000144959	41	85
ENSG00000145214	54	88
ENSG00000145335	93	65
ENSG00000145349	47	71
ENSG00000145354	35	86
ENSG00000145391	13	47
ENSG00000145715	75	25
ENSG00000145833	28	69
ENSG00000145882	22	48
ENSG00000145920	73	54
ENSG00000145990	31	43
ENSG00000146005	55	6
ENSG00000146006	85	68
ENSG00000146085	6	44
ENSG00000146122	80	89
ENSG00000146216	66	82
ENSG00000146476	100	64
ENSG00000146701	24	75
ENSG00000146828	81	49
ENSG00000147044	1	56
ENSG00000147123	34	92
ENSG00000147140	50	1
ENSG00000147162	72	26
ENSG00000147383	8	44
ENSG00000147459	43	51
ENSG00000147526	75	58
ENSG00000147677	67	26
ENSG00000147684	83	78
ENSG00000147799	56	27
ENSG00000147853	47	29
ENSG00000148053	94	49
ENSG00000148090	77	59
ENSG00000148158	52	46
ENSG00000148218	45	41
ENSG00000148339	57	3
ENSG00000148341	61	53
ENSG00000148356	11	61
ENSG00000148396	20	55
ENSG00000148408	8	26
ENSG00000148444	14	89
ENSG00000148468	80	40
ENSG00000148484	68	66
ENSG00000148498	97	79
ENSG00000148660	1	55
ENSG00000148700	15	60
ENSG00000148798	13	22
ENSG00000148834	68	87
ENSG00000149084	76	62
ENSG00000149091	62	61
ENSG00000149115	92	29
ENSG00000149131	27	68
ENSG00000149136	20	70
ENSG00000149177	64	42
ENSG00000149182	0	84
ENSG00000149218	52	71
ENSG00000149260	94	61
ENSG00000149269	45	48
ENSG00000149273	73	25
ENSG00000149294	48	1
ENSG00000149313	63	77
ENSG00000149357	47	66
ENSG00000149476	7	45
ENSG00000149541	26	20
ENSG00000149591	77	48
ENSG00000149792	99	95
ENSG00000149798	81	86
ENSG00000149823	55	76
ENSG00000149925	53	6
ENSG00000149930	91	3
ENSG00000149970	61	52
ENSG00000150093	48	61
ENSG00000150471	75	74
ENSG00000150540	50	62
ENSG00000150625	23	12
ENSG00000150627	27	33
ENSG00000150656	5	68
ENSG00000150672	36	43
ENSG00000150753	18	78
ENSG00000150764	94	97
ENSG00000150768	21	63
ENSG00000150867	72	12
ENSG00000150995	31	9
ENSG00000151025	66	80
ENSG00000151150	72	61
ENSG00000151240	43	79
ENSG00000151327	87	11
ENSG00000151366	53	23
ENSG00000151376	20	93
ENSG00000151461	77	59
ENSG00000151498	47	16
ENSG00000151502	11	59
ENSG00000151552	0	91
ENSG00000151640	38	3
ENSG00000151689	98	90
ENSG00000151779	70	81
ENSG00000151806	34	86
ENSG00000151835	83	95
ENSG00000151914	25	78
ENSG00000151929	70	78
ENSG00000152137	97	62
ENSG00000152234	12	39
ENSG00000152256	47	63
ENSG00000152402	68	55
ENSG00000152409	83	84
ENSG00000152413	5	36
ENSG00000152503	72	6
ENSG00000152556	32	33
ENSG00000152583	92	68
ENSG00000152620	28	7
ENSG00000152642	31	22
ENSG00000152684	22	75
ENSG00000152700	30	73
ENSG00000152767	7	68
ENSG00000152818	62	32
ENSG00000152904	24	12
ENSG00000153187	30	97
ENSG00000153201	75	10
ENSG00000153291	32	94
ENSG00000153310	76	22
ENSG00000153317	35	4
ENSG00000153902	57	19
ENSG00000153904	60	4
ENSG00000153933	66	95
ENSG00000153956	72	81
ENSG00000154027	32	64
ENSG00000154174	17	54
ENSG00000154222	22	29
ENSG00000154229	36	45
ENSG00000154310	65	80
ENSG00000154380	48	99
ENSG00000154556	73	2
ENSG00000154582	26	32
ENSG00000154654	24	22
ENSG00000154710	49	51
ENSG00000154719	30	33
ENSG00000154723	83	94
ENSG00000154945	98	38
ENSG00000155034	71	49
ENSG00000155052	81	75
ENSG00000155097	70	16
ENSG00000155229	94	86
ENSG00000155506	32	48
ENSG00000155660	44	19
ENSG00000155849	99	19
ENSG00000155906	79	18
ENSG00000155959	76	81
ENSG00000155961	66	10
ENSG00000155980	38	85
ENSG00000156011	78	96
ENSG00000156026	12	96
ENSG00000156052	14	68
ENSG00000156110	85	45
ENSG00000156113	94	86
ENSG00000156261	10	11
ENSG00000156299	96	62
ENSG00000156453	59	9
ENSG00000156467	16	66
ENSG00000156508	75	96
ENSG00000156642	11	23
ENSG00000156709	4	40
ENSG00000156873	11	29
ENSG00000156973	78	33
ENSG00000156976	36	94
ENSG00000157036	99	92
ENSG00000157087	68	52
ENSG00000157103	87	14
ENSG00000157106	65	71
ENSG00000157184	11	46
ENSG00000157353	7	10
ENSG00000157470	34	61
ENSG00000157500	40	6
ENSG00000157514	91	22
ENSG00000157538	99	81
ENSG00000157540	31	32
ENSG00000157601	9	4
ENSG00000157766	33	30
ENSG00000157823	82	87
ENSG00000157827	21	96
ENSG00000157851	89	53
ENSG00000157985	70	51
ENSG00000158092	84	10
ENSG00000158480	13	75
ENSG00000158623	89	0
ENSG00000158710	13	4
ENSG00000158716	87	82
ENSG00000158793	51	32
ENSG00000158856	19	3
ENSG00000158864	32	52
ENSG00000158941	61	54
ENSG00000159023	39	80
ENSG00000159082	16	8
ENSG00000159164	13	58
ENSG00000159176	90	20
ENSG00000159210	49	56
ENSG00000159348	76	99
ENSG00000159352	64	40
ENSG00000159377	86	27
ENSG00000159423	63	62
ENSG00000159593	64	50
ENSG00000159685	81	97
ENSG00000159692	64	92
ENSG00000159713	60	78
ENSG00000159720	61	28
ENSG00000159784	21	43
ENSG00000159788	34	19
ENSG00000160007	20	17
ENSG00000160209	33	84
ENSG00000160211	1	38
ENSG00000160213	23	41
ENSG00000160216	78	14
ENSG00000160221	28	42
ENSG00000160299	90	43
ENSG00000160360	62	62
ENSG00000160460	54	80
ENSG00000160551	95	72
ENSG00000160710	17	25
ENSG00000160752	95	32
ENSG00000160789	90	42
ENSG00000160972	9	91
ENSG00000161057	16	2
ENSG00000161203	43	46
ENSG00000161513	26	7
ENSG00000161533	56	82
ENSG00000161681	33	70
ENSG00000161682	29	98
ENSG00000161714	75	49
ENSG00000162065	20	35
ENSG00000162069	91	59
ENSG00000162105	73	91
ENSG00000162129	57	12
ENSG00000162174	98	28
ENSG00000162231	89	77
ENSG00000162368	46	45
ENSG00000162377	78	83
ENSG00000162378	97	43
ENSG00000162384	57	83
ENSG00000162407	18	56
ENSG00000162517	76	31
ENSG00000162613	41	11
ENSG00000162616	58	9
ENSG00000162688	11	35
ENSG00000162729	56	72
ENSG00000162734	75	15
ENSG00000162736	51	69
ENSG00000162813	76	32
ENSG00000162819	92	63
ENSG00000162869	44	40
ENSG00000162909	44	93
ENSG00000163013	84	75
ENSG00000163032	33	87
ENSG00000163050	91	69
ENSG00000163281	61	29
ENSG00000163344	68	41
ENSG00000163346	1	59
ENSG00000163359	67	51
ENSG00000163382	39	46
ENSG00000163399	38	26
ENSG00000163462	58	98
ENSG00000163466	29	23
ENSG00000163468	14	51
ENSG00000163517	40	30
ENSG00000163527	83	8
ENSG00000163531	29	22
ENSG00000163539	46	64
ENSG00000163564	66	0
ENSG00000163618	28	10
ENSG00000163625	73	97
ENSG00000163636	16	11
ENSG00000163637	54	59
ENSG00000163655	15	1
ENSG00000163682	25	63
ENSG00000163704	21	43
ENSG00000163754	76	14
ENSG00000163818	53	3
ENSG00000163902	20	13
ENSG00000163931	38	35
ENSG00000163995	35	1
ENSG00000164022	2	43
ENSG00000164050	40	43
ENSG00000164051	94	77
ENSG00000164061	0	62
ENSG00000164062	87	0
ENSG00000164068	89	79
ENSG00000164070	14	9
ENSG00000164089	99	90
ENSG00000164091	99	65
ENSG00000164111	35	79
ENSG00000164144	34	31
ENSG00000164182	7	9
ENSG00000164237	90	33
ENSG00000164258	46	93
ENSG00000164303	8	98
ENSG00000164398	78	22
ENSG00000164402	30	77
ENSG00000164466	0	91
ENSG00000164587	52	30
ENSG00000164687	85	82
ENSG00000164830	10	1
ENSG00000164885	62	33
ENSG00000164904	3	8
ENSG00000164924	27	13
ENSG00000164951	2	85
ENSG00000164961	32	54
ENSG00000164983	92	28
ENSG00000165023	84	25
ENSG00000165028	95	56
ENSG00000165118	77	21
ENSG00000165175	23	62
ENSG00000165219	18	14
ENSG00000165264	12	98
ENSG00000165280	44	57
ENSG00000165283	10	88
ENSG00000165416	5	4
ENSG00000165434	74	18
ENSG00000165443	21	7
ENSG00000165458	67	21
ENSG00000165475	4	0
ENSG00000165478	15	37
ENSG00000165629	39	78
ENSG00000165637	44	63
ENSG00000165672	52	35
ENSG00000165699	45	5
ENSG00000165704	34	79
ENSG00000165795	5	2
ENSG00000165861	73	11
ENSG00000165868	71	11
ENSG00000165898	73	87
ENSG00000165916	47	75
ENSG00000166033	83	89
ENSG00000166136	73	91
ENSG00000166140	3	74
ENSG00000166165	55	44
ENSG00000166181	96	7
ENSG00000166200	42	39
ENSG00000166206	85	80
ENSG00000166226	19	40
ENSG00000166228	74	60
ENSG00000166266	9	45
ENSG00000166333	31	42
ENSG00000166347	89	69
ENSG00000166394	45	79
ENSG00000166411	44	72
ENSG00000166501	23	47
ENSG00000166579	69	70
ENSG00000166595	95	68
ENSG00000166598	55	28
ENSG00000166747	58	11
ENSG00000166794	34	72
ENSG00000166816	54	75
ENSG00000166847	5	60
ENSG00000166848	48	91
ENSG00000166887	65	16
ENSG00000166908	44	20
ENSG00000166963	13	24
ENSG00000166986	83	63
ENSG00000167004	13	19
ENSG00000167085	0	60
ENSG00000167107	27	70
ENSG00000167114	12	94
ENSG00000167191	15	48
ENSG00000167193	58	16
ENSG00000167283	4	84
ENSG00000167315	14	38
ENSG00000167323	85	80
ENSG00000167363	17	4
ENSG00000167378	17	92
ENSG00000167460	80	35
ENSG00000167461	63	55
ENSG00000167468	42	14
ENSG00000167508	49	16
ENSG00000167526	59	34
ENSG00000167578	44	9
ENSG00000167588	26	83
ENSG00000167632	96	18
ENSG00000167641	24	79
ENSG00000167658	37	86
ENSG00000167671	33	75
ENSG00000167699	18	63
ENSG00000167720	15	36
ENSG00000167770	32	53
ENSG00000167792	0	31
ENSG00000167863	6	23
ENSG00000167881	4	24
ENSG00000167969	8	89
ENSG00000167971	65	97
ENSG00000167978	81	94
ENSG00000167986	22	42
ENSG00000168003	20	13
ENSG00000168028	93	30
ENSG00000168036	85	87
ENSG00000168090	69	78
ENSG00000168118	70	65
ENSG00000168172	8	30
ENSG00000168259	51	60
ENSG00000168291	50	51
ENSG00000168374	23	77
ENSG00000168385	6	95
ENSG00000168439	11	71
ENSG00000168481	70	8
ENSG00000168490	19	12
ENSG00000168522	24	68
ENSG00000168610	18	20
ENSG00000168763	75	41
ENSG00000168827	78	67
ENSG00000168952	44	62
ENSG00000168959	6	55
ENSG00000168993	59	19
ENSG00000169020	2	9
ENSG00000169032	7	52
ENSG00000169093	78	34
ENSG00000169100	1	76
ENSG00000169139	89	26
ENSG00000169221	92	84
ENSG00000169223	49	7
ENSG00000169258	17	8
ENSG00000169288	66	41
ENSG00000169299	41	63
ENSG00000169398	87	19
ENSG00000169499	31	48
ENSG00000169641	39	55
ENSG00000169710	80	22
ENSG00000169727	93	62
ENSG00000169738	58	70
ENSG00000169750	21	77
ENSG00000169764	10	28
ENSG00000169813	24	94
ENSG00000169851	84	64
ENSG00000169862	72	77
ENSG00000169891	97	1
ENSG00000170027	38	50
ENSG00000170144	51	50
ENSG00000170248	33	5
ENSG00000170348	49	38
ENSG00000170502	65	32
ENSG00000170515	80	64
ENSG00000170542	83	58
ENSG00000170558	60	61
ENSG00000170606	62	29
ENSG00000170634	43	36
ENSG00000170759	17	77
ENSG00000170860	93	70
ENSG00000170876	44	32
ENSG00000171100	92	2
ENSG00000171132	26	23
ENSG00000171202	22	83
ENSG00000171246	64	0
ENSG00000171262	79	76
ENSG00000171298	70	34
ENSG00000171368	74	51
ENSG00000171444	36	70
ENSG00000171497	72	49
ENSG00000171503	0	15
ENSG00000171530	57	71
ENSG00000171533	12	66
ENSG00000171557	75	4
ENSG00000171560	25	55
ENSG00000171603	30	48
ENSG00000171723	24	0
ENSG00000171724	49	4
ENSG00000171766	2	5
ENSG00000171798	53	86
ENSG00000171840	90	19
ENSG00000171863	5	7
ENSG00000171867	56	43
ENSG00000171885	71	2
ENSG00000171914	15	55
ENSG00000171951	81	19
ENSG00000172007	1	55
ENSG00000172009	0	29
ENSG00000172037	53	1
ENSG00000172115	66	54
ENSG00000172164	37	89
ENSG00000172172	86	92
ENSG00000172239	98	15
ENSG00000172270	97	81
ENSG00000172340	6	30
ENSG00000172500	52	57
ENSG00000172508	24	96
ENSG00000172531	50	72
ENSG00000172534	22	42
ENSG00000172757	21	22
ENSG00000172803	16	41
ENSG00000172869	42	79
ENSG00000172939	57	27
ENSG00000173039	82	62
ENSG00000173064	48	4
ENSG00000173171	45	76
ENSG00000173210	24	82
ENSG00000173267	71	3
ENSG00000173402	79	12
ENSG00000173486	54	81
ENSG00000173540	4	27
ENSG00000173599	36	76
ENSG00000173611	37	72
ENSG00000173692	48	51
ENSG00000173786	8	80
ENSG00000173801	62	7
ENSG00000173898	8	33
ENSG00000174173	50	62
ENSG00000174238	78	74
ENSG00000174243	51	5
ENSG00000174791	52	50
ENSG00000174840	10	72
ENSG00000174842	17	78
ENSG00000174996	61	16
ENSG00000175073	8	84
ENSG00000175110	18	99
ENSG00000175115	6	18
ENSG00000175130	60	99
ENSG00000175166	51	49
ENSG00000175198	36	10
ENSG00000175203	36	24
ENSG00000175216	29	28
ENSG00000175220	85	47
ENSG00000175224	5	59
ENSG00000175287	34	33
ENSG00000175324	99	69
ENSG00000175334	88	94
ENSG00000175390	11	18
ENSG00000175416	35	14
ENSG00000175470	79	52
ENSG00000175497	17	47
ENSG00000175662	28	89
ENSG00000175866	21	55
ENSG00000175899	20	77
ENSG00000175931	41	12
ENSG00000175970	98	81
ENSG00000176055	10	53
ENSG00000176148	22	78
ENSG00000176393	20	44
ENSG00000176422	91	0
ENSG00000176454	1	45
ENSG00000176490	96	17
ENSG00000176533	90	26
ENSG00000176619	9	75
ENSG00000176623	62	73
ENSG00000176658	13	72
ENSG00000176715	99	57
ENSG00000176973	11	84
ENSG00000176978	91	38
ENSG00000176986	92	72
ENSG00000177034	72	74
ENSG00000177156	27	95
ENSG00000177272	99	19
ENSG00000177380	26	73
ENSG00000177556	74	74
ENSG00000177600	2	97
ENSG00000177614	50	51
ENSG00000177646	84	83
ENSG00000177728	59	66
ENSG00000177879	37	94
ENSG00000177885	77	95
ENSG00000177963	1	95
ENSG00000178127	39	6
ENSG00000178188	83	27
ENSG00000178209	20	46
ENSG00000178307	30	39
ENSG00000178445	65	81
ENSG00000178467	79	98
ENSG00000178537	97	49
ENSG00000178695	50	39
ENSG00000178773	35	84
ENSG00000178802	38	93
ENSG00000178814	86	33
ENSG00000178921	3	39
ENSG00000178922	21	70
ENSG00000178950	84	55
ENSG00000178952	11	58
ENSG00000179115	44	67
ENSG00000179163	87	34
ENSG00000179218	11	70
ENSG00000179262	30	35
ENSG00000179271	22	93
ENSG00000179295	0	78
ENSG00000179364	28	38
ENSG00000179820	68	39
ENSG00000179832	64	76
ENSG00000179958	99	96
ENSG00000180104	73	26
ENSG00000180228	38	24
ENSG00000180329	69	86
ENSG00000180370	43	16
ENSG00000180611	45	10
ENSG00000180817	20	57
ENSG00000180879	75	15
ENSG00000180902	21	33
ENSG00000180957	70	38
ENSG00000181019	84	97
ENSG00000181467	17	32
ENSG00000181789	16	63
ENSG00000181873	44	83
ENSG00000182054	35	38
ENSG00000182134	31	30
ENSG00000182149	70	51
ENSG00000182253	32	26
ENSG00000182446	65	73
ENSG00000182473	51	32
ENSG00000182492	92	11
ENSG00000182621	15	61
ENSG00000182718	59	76
ENSG00000182732	12	15
ENSG00000182827	27	25
ENSG00000182836	73	75
ENSG00000182871	71	50
ENSG00000182901	67	78
ENSG00000182985	85	2
ENSG00000183023	95	49
ENSG00000183048	82	98
ENSG00000183049	65	7
ENSG00000183186	95	93
ENSG00000183207	19	82
ENSG00000183248	48	75
ENSG00000183291	84	0
ENSG00000183431	53	21
ENSG00000183597	84	24
ENSG00000183648	39	22
ENSG00000183735	90	31
ENSG00000183773	90	61
ENSG00000183775	69	82
ENSG00000183785	38	42
ENSG00000183828	66	74
ENSG00000184056	27	42
ENSG00000184117	97	100
ENSG00000184144	10	43
ENSG00000184207	58	45
ENSG00000184226	96	52
ENSG00000184227	71	0
ENSG00000184357	2	66
ENSG00000184368	94	68
ENSG00000184408	59	36
ENSG00000184432	97	34
ENSG00000184575	60	29
ENSG00000184613	55	37
ENSG00000184743	36	64
ENSG00000184831	86	49
ENSG00000185009	48	21
ENSG00000185046	50	84
ENSG00000185104	69	57
ENSG00000185189	27	23
ENSG00000185236	70	9
ENSG00000185305	61	94
ENSG00000185359	19	10
ENSG00000185418	86	29
ENSG00000185420	16	65
ENSG00000185567	84	88
ENSG00000185615	54	85
ENSG00000185624	7	71
ENSG00000185627	21	60
ENSG00000185666	5	31
ENSG00000185721	91	24
ENSG00000185722	24	70
ENSG00000185813	53	98
ENSG00000185875	87	90
ENSG00000185896	8	66
ENSG00000185950	54	80
ENSG00000185963	93	11
ENSG00000185973	89	45
ENSG00000186010	43	65
ENSG00000186063	78	58
ENSG00000186205	66	18
ENSG00000186472	94	42
ENSG00000186522	43	86
ENSG00000186635	94	35
ENSG00000186642	60	13
ENSG00000186716	38	50
ENSG00000187091	62	41
ENSG00000187109	88	73
ENSG00000187164	77	49
ENSG00000187231	90	20
ENSG00000187239	2	82
ENSG00000187323	67	94
ENSG00000187391	53	47
ENSG00000187446	73	48
ENSG00000187555	64	11
ENSG00000187672	53	0
ENSG00000188157	68	33
ENSG00000188191	46	59
ENSG00000188243	97	34
ENSG00000188385	87	99
ENSG00000188783	6	71
ENSG00000189058	50	96
ENSG00000189091	74	8
ENSG00000189171	55	98
ENSG00000189195	89	97
ENSG00000189221	10	17
ENSG00000196136	40	66
ENSG00000196220	20	19
ENSG00000196290	65	82
ENSG00000196305	8	69
ENSG00000196353	55	61
ENSG00000196365	19	3
ENSG00000196405	77	13
ENSG00000196455	8	73
ENSG00000196465	51	87
ENSG00000196535	69	26
ENSG00000196569	48	32
ENSG00000196576	61	65
ENSG00000196586	95	69
ENSG00000196712	0	35
ENSG00000196743	93	96
ENSG00000196792	87	71
ENSG00000196872	22	22
ENSG00000196876	25	47
ENSG00000196914	92	42
ENSG00000196924	35	67
ENSG00000196961	43	56
ENSG00000196975	92	60
ENSG00000197043	12	57
ENSG00000197045	49	78
ENSG00000197102	0	19
ENSG00000197106	85	92
ENSG00000197150	89	16
ENSG00000197157	46	15
ENSG00000197170	84	38
ENSG00000197355	96	7
ENSG00000197386	56	69
ENSG00000197442	93	85
ENSG00000197444	26	77
ENSG00000197448	80	37
ENSG00000197451	75	34
ENSG00000197548	35	3
ENSG00000197555	64	76
ENSG00000197694	17	32
ENSG00000197746	2	92
ENSG00000197872	81	51
ENSG00000197879	23	82
ENSG00000197892	42	19
ENSG00000197894	45	60
ENSG00000197912	77	48
ENSG00000197930	6	65
ENSG00000197959	49	37
ENSG00000198130	30	83
ENSG00000198231	76	54
ENSG00000198356	18	12
ENSG00000198380	21	77
ENSG00000198408	44	8
ENSG00000198513	56	35
ENSG00000198561	21	83
ENSG00000198585	63	6
ENSG00000198612	91	89
ENSG00000198626	40	52
ENSG00000198648	89	37
ENSG00000198712	89	74
ENSG00000198721	38	15
ENSG00000198752	56	70
ENSG00000198755	71	71
ENSG00000198780	27	61
ENSG00000198793	83	81
ENSG00000198805	27	90
ENSG00000198824	95	32
ENSG00000198832	15	44
ENSG00000198836	41	29
ENSG00000198837	43	47
ENSG00000198910	30	30
ENSG00000198931	26	57
ENSG00000198947	39	14
ENSG00000198954	74	2
ENSG00000198959	58	86
ENSG00000203485	76	70
ENSG00000203685	46	99
ENSG00000203879	28	33
ENSG00000204052	88	57
ENSG00000204120	7	80
ENSG00000204628	65	57
ENSG00000204673	53	59
ENSG00000204843	29	56
ENSG00000205302	9	52
ENSG00000205339	88	32
ENSG00000205726	66	61
ENSG00000205758	54	7
ENSG00000206053	92	18
ENSG00000206418	94	55
ENSG00000211455	56	30
ENSG00000211456	20	35
ENSG00000213339	94	97
ENSG00000213366	4	36
ENSG00000213463	66	48
ENSG00000213465	30	13
ENSG00000213516	36	84
ENSG00000213585	67	55
ENSG00000213639	49	37
ENSG00000213672	81	82
ENSG00000213995	15	28
ENSG00000214078	28	63
ENSG00000214338	53	13
ENSG00000214517	6	11
ENSG00000214736	93	88
ENSG00000215021	1	50
ENSG00000221823	45	98
ENSG00000221866	42	14
ENSG00000221914	88	25
ENSG00000230124	0	67
ENSG00000232434	93	92
ENSG00000233276	71	71
ENSG00000233927	27	70
ENSG00000239264	29	78
ENSG00000239857	87	88
ENSG00000239900	66	3
ENSG00000240344	15	62
ENSG00000240857	61	82
ENSG00000241360	96	94
ENSG00000241468	34	82
ENSG00000241553	18	41
ENSG00000241685	60	67
ENSG00000241837	51	89
ENSG00000241878	26	93
ENSG00000241973	37	74
ENSG00000242498	50	63
ENSG00000243156	66	47
ENSG00000243279	71	66
ENSG00000243789	12	45
ENSG00000243989	14	77
ENSG00000244005	43	59
ENSG00000244038	9	2
ENSG00000244734	69	70
ENSG00000247077	71	43
ENSG00000248098	75	3
ENSG00000249915	57	22
ENSG00000253729	3	0
ENSG00000254772	1	35
ENSG00000254999	88	97
ENSG00000256269	33	54
ENSG00000257727	34	91
ENSG00000259431	3	80
ENSG00000262655	42	71
ENSG00000262814	17	31
ENSG00000263001	15	5
ENSG00000265241	28	90
ENSG00000265808	7	22
ENSG00000267855	15	93
ENSG00000267909	72	85
ENSG00000272325	51	46
ENSG00000273079	44	87
ENSG00000277586	24	87
